"OrderID,RequisitionID,HospitalID,SupplierID,OrderDate,TotalCost,Status,ExpectedDeliveryDate"
"PO00705,REQ00036,H006,S017,2025-10-01,3222656,Open,2025-11-04"
"PO00706,REQ00036,H006,S011,2025-10-01,2542416,Open,2025-10-28"
"PO00707,REQ00036,H006,S019,2025-10-01,2398738,Open,2025-10-23"
"PO00708,REQ00036,H006,S016,2025-10-01,1749637,Open,2025-10-25"
"PO00709,REQ00036,H006,S009,2025-10-01,2117718,Open,2025-10-23"
"PO00710,REQ00036,H006,S013,2025-10-01,1350849,Open,2025-10-23"
"PO00711,REQ00036,H006,S010,2025-10-01,992856,Open,2025-11-01"
"PO00712,REQ00036,H006,S001,2025-10-01,517808,Open,2025-10-05"
"PO00713,REQ00036,H006,S008,2025-10-01,276973,Open,2025-10-08"
"PO00714,REQ00036,H006,S005,2025-10-01,120825,Open,2025-10-07"
"PO00715,REQ00037,H007,S020,2025-10-01,577593,Open,2025-10-04"
"PO00716,REQ00037,H007,S008,2025-10-01,454766,Open,2025-10-08"
"PO00717,REQ00037,H007,S005,2025-10-01,404614,Open,2025-10-07"
"PO00718,REQ00037,H007,S002,2025-10-01,135995,Open,2025-10-04"
"PO00719,REQ00037,H007,S007,2025-10-01,141635,Open,2025-10-04"
"PO00720,REQ00037,H007,S001,2025-10-01,240856,Open,2025-10-05"
"PO00721,REQ00037,H007,S014,2025-10-01,2270863,Open,2025-10-21"
"PO00722,REQ00037,H007,S010,2025-10-01,1635741,Open,2025-11-01"
"PO00723,REQ00037,H007,S018,2025-10-01,2052324,Open,2025-11-03"
"PO00724,REQ00037,H007,S012,2025-10-01,3032713,Open,2025-11-11"
"PO00725,REQ00037,H007,S013,2025-10-01,2597651,Open,2025-10-23"
"PO00726,REQ00037,H007,S011,2025-10-01,2727661,Open,2025-10-28"
"PO00727,REQ00037,H007,S009,2025-10-01,1435049,Open,2025-10-23"
"PO00728,REQ00037,H007,S015,2025-10-01,1866426,Open,2025-10-23"
"PO00729,REQ00037,H007,S019,2025-10-01,1577698,Open,2025-10-23"
"PO00730,REQ00037,H007,S017,2025-10-01,2327554,Open,2025-11-04"
"PO00731,REQ00037,H007,S016,2025-10-01,720425,Open,2025-10-25"
"PO00732,REQ00037,H007,S004,2025-10-01,682506,Open,2025-10-04"
"PO00733,REQ00037,H007,S006,2025-10-01,631813,Open,2025-10-05"
"PO00734,REQ00038,H008,S002,2025-10-01,236658,Open,2025-10-04"
"PO00735,REQ00038,H008,S007,2025-10-01,292088,Open,2025-10-04"
"PO00736,REQ00038,H008,S003,2025-10-01,660748,Open,2025-10-07"
"PO00737,REQ00038,H008,S005,2025-10-01,329028,Open,2025-10-07"
"PO00738,REQ00038,H008,S008,2025-10-01,480691,Open,2025-10-08"
"PO00739,REQ00038,H008,S006,2025-10-01,253644,Open,2025-10-05"
"PO00740,REQ00038,H008,S004,2025-10-01,271478,Open,2025-10-04"
"PO00741,REQ00038,H008,S017,2025-10-01,1752424,Open,2025-11-04"
"PO00742,REQ00038,H008,S019,2025-10-01,2038452,Open,2025-10-23"
"PO00743,REQ00038,H008,S013,2025-10-01,4154604,Open,2025-10-23"
"PO00744,REQ00038,H008,S012,2025-10-01,2316714,Open,2025-11-11"
"PO00745,REQ00038,H008,S016,2025-10-01,2776207,Open,2025-10-25"
"PO00746,REQ00038,H008,S010,2025-10-01,1782163,Open,2025-11-01"
"PO00747,REQ00038,H008,S015,2025-10-01,1829843,Open,2025-10-23"
"PO00748,REQ00038,H008,S009,2025-10-01,1320190,Open,2025-10-23"
"PO00749,REQ00038,H008,S011,2025-10-01,928806,Open,2025-10-28"
"PO00750,REQ00038,H008,S018,2025-10-01,1681494,Open,2025-11-03"
"PO00751,REQ00038,H008,S014,2025-10-01,981610,Open,2025-10-21"
"PO00752,REQ00038,H008,S001,2025-10-01,360054,Open,2025-10-05"
"PO00753,REQ00038,H008,S020,2025-10-01,377256,Open,2025-10-04"
"PO00754,REQ00039,H009,S020,2025-10-01,681601,Open,2025-10-04"
"PO00755,REQ00039,H009,S004,2025-10-01,280031,Open,2025-10-04"
"PO00756,REQ00039,H009,S005,2025-10-01,290823,Open,2025-10-07"
"PO00757,REQ00039,H009,S002,2025-10-01,630621,Open,2025-10-04"
"PO00758,REQ00039,H009,S001,2025-10-01,160945,Open,2025-10-05"
"PO00759,REQ00039,H009,S003,2025-10-01,289471,Open,2025-10-07"
"PO00760,REQ00039,H009,S006,2025-10-01,312891,Open,2025-10-05"
"PO00761,REQ00039,H009,S011,2025-10-01,2143981,Open,2025-10-28"
"PO00762,REQ00039,H009,S012,2025-10-01,3516046,Open,2025-11-11"
"PO00763,REQ00039,H009,S015,2025-10-01,1022203,Open,2025-10-23"
"PO00764,REQ00039,H009,S019,2025-10-01,2828238,Open,2025-10-23"
"PO00765,REQ00039,H009,S010,2025-10-01,2572617,Open,2025-11-01"
"PO00766,REQ00039,H009,S016,2025-10-01,1946229,Open,2025-10-25"
"PO00767,REQ00039,H009,S018,2025-10-01,3956350,Open,2025-11-03"
"PO00768,REQ00039,H009,S013,2025-10-01,1793891,Open,2025-10-23"
"PO00769,REQ00039,H009,S009,2025-10-01,555029,Open,2025-10-23"
"PO00770,REQ00039,H009,S017,2025-10-01,640470,Open,2025-11-04"
"PO00771,REQ00039,H009,S014,2025-10-01,826306,Open,2025-10-21"
"PO00772,REQ00039,H009,S008,2025-10-01,52900,Open,2025-10-08"
"PO00773,REQ00039,H009,S007,2025-10-01,593335,Open,2025-10-04"
"PO00774,REQ00040,H010,S001,2025-10-01,687669,Open,2025-10-05"
"PO00775,REQ00040,H010,S008,2025-10-01,121591,Open,2025-10-08"
"PO00776,REQ00040,H010,S003,2025-10-01,248807,Open,2025-10-07"
"PO00777,REQ00040,H010,S005,2025-10-01,324784,Open,2025-10-07"
"PO00778,REQ00040,H010,S002,2025-10-01,217500,Open,2025-10-04"
"PO00779,REQ00040,H010,S020,2025-10-01,739295,Open,2025-10-04"
"PO00780,REQ00040,H010,S007,2025-10-01,592703,Open,2025-10-04"
"PO00781,REQ00040,H010,S004,2025-10-01,127858,Open,2025-10-04"
"PO00782,REQ00040,H010,S018,2025-10-01,3096412,Open,2025-11-03"
"PO00783,REQ00040,H010,S014,2025-10-01,1577910,Open,2025-10-21"
"PO00784,REQ00040,H010,S016,2025-10-01,2311583,Open,2025-10-25"
"PO00785,REQ00040,H010,S010,2025-10-01,3069452,Open,2025-11-01"
"PO00786,REQ00040,H010,S019,2025-10-01,2736990,Open,2025-10-23"
"PO00787,REQ00040,H010,S015,2025-10-01,2054151,Open,2025-10-23"
"PO00788,REQ00040,H010,S017,2025-10-01,1804460,Open,2025-11-04"
"PO00789,REQ00040,H010,S013,2025-10-01,710038,Open,2025-10-23"
"PO00790,REQ00040,H010,S012,2025-10-01,1135891,Open,2025-11-11"
"PO00791,REQ00040,H010,S009,2025-10-01,1179782,Open,2025-10-23"
"PO00792,REQ00040,H010,S011,2025-10-01,2118693,Open,2025-10-28"
"PO00793,REQ00040,H010,S006,2025-10-01,131868,Open,2025-10-05"
