TransactionID,Date,HospitalID,ProductID,TransactionType,Quantity,BalanceAfterTransaction
TRN170294,2025-06-19,H004,MED061,Consumption,-24,577
TRN170295,2025-06-19,H004,MED062,Consumption,-25,135
TRN170296,2025-06-19,H004,MED064,Consumption,-24,1122
TRN170297,2025-06-19,H004,MED065,Consumption,-20,1144
TRN170298,2025-06-19,H004,MED066,Consumption,-15,1131
TRN170299,2025-06-19,H004,MED067,Consumption,-28,1063
TRN170300,2025-06-19,H004,MED068,Consumption,-19,1182
TRN170301,2025-06-19,H004,MED069,Consumption,-33,716
TRN170302,2025-06-19,H004,MED070,Consumption,-27,1289
TRN170303,2025-06-19,H004,MED071,Consumption,-3,1281
TRN170304,2025-06-19,H004,MED072,Consumption,-4,649
TRN170305,2025-06-19,H004,MED073,Consumption,-5,843
TRN170306,2025-06-19,H004,MED074,Consumption,-4,1158
TRN170307,2025-06-19,H004,MED075,Consumption,-3,971
TRN170308,2025-06-19,H004,MED076,Consumption,-3,774
TRN170309,2025-06-19,H004,MED077,Consumption,-6,1642
TRN170310,2025-06-19,H004,MED078,Consumption,-2,733
TRN170311,2025-06-19,H004,MED079,Consumption,-1,691
TRN170312,2025-06-19,H004,MED080,Consumption,-2,1396
TRN170313,2025-06-19,H004,MED081,Consumption,-11,411
TRN170314,2025-06-19,H004,MED082,Consumption,-9,1051
TRN170315,2025-06-19,H004,MED083,Consumption,-11,1286
TRN170316,2025-06-19,H004,MED084,Consumption,-7,1130
TRN170317,2025-06-19,H004,MED085,Consumption,-9,625
TRN170318,2025-06-19,H004,MED086,Consumption,-7,1638
TRN170319,2025-06-19,H004,MED087,Consumption,-14,1120
TRN170320,2025-06-19,H004,MED088,Consumption,-14,1129
TRN170321,2025-06-19,H004,MED089,Consumption,-8,1327
TRN170322,2025-06-19,H004,MED090,Consumption,-14,1828
TRN170323,2025-06-19,H004,MED091,Consumption,-6,1442
TRN170324,2025-06-19,H004,MED092,Consumption,-2,1698
TRN170325,2025-06-19,H004,MED093,Consumption,-2,725
TRN170326,2025-06-19,H004,MED094,Consumption,-5,1020
TRN170327,2025-06-19,H004,MED095,Consumption,-2,1202
TRN170328,2025-06-19,H004,MED096,Consumption,-6,677
TRN170329,2025-06-19,H004,MED097,Consumption,-3,549
TRN170330,2025-06-19,H004,MED098,Consumption,-6,652
TRN170331,2025-06-19,H004,MED099,Consumption,-5,1320
TRN170332,2025-06-19,H004,MED100,Consumption,-6,1504
TRN170333,2025-06-19,H005,MED001,Consumption,-31,692
TRN170334,2025-06-19,H005,MED002,Consumption,-33,989
TRN170335,2025-06-19,H005,MED003,Consumption,-29,339
TRN170336,2025-06-19,H005,MED004,Consumption,-15,832
TRN170337,2025-06-19,H005,MED005,Consumption,-16,444
TRN170338,2025-06-19,H005,MED006,Consumption,-32,1067
TRN170339,2025-06-19,H005,MED007,Consumption,-17,1696
TRN170340,2025-06-19,H005,MED008,Consumption,-33,488
TRN170341,2025-06-19,H005,MED009,Consumption,-28,589
TRN170342,2025-06-19,H005,MED010,Consumption,-33,352
TRN170343,2025-06-19,H005,MED011,Consumption,-27,833
TRN170344,2025-06-19,H005,MED012,Consumption,-20,1245
TRN170345,2025-06-19,H005,MED013,Consumption,-23,751
TRN170346,2025-06-19,H005,MED014,Consumption,-22,838
TRN170347,2025-06-19,H005,MED015,Consumption,-26,1433
TRN170348,2025-06-19,H005,MED016,Consumption,-32,1038
TRN170349,2025-06-19,H005,MED017,Consumption,-25,1132
TRN170350,2025-06-19,H005,MED018,Consumption,-27,245
TRN170351,2025-06-19,H005,MED019,Consumption,-18,1671
TRN170352,2025-06-19,H005,MED020,Consumption,-19,1071
TRN170353,2025-06-19,H005,MED021,Consumption,-5,1418
TRN170354,2025-06-19,H005,MED022,Consumption,-5,1133
TRN170355,2025-06-19,H005,MED023,Consumption,-5,1151
TRN170356,2025-06-19,H005,MED024,Consumption,-25,1508
TRN170357,2025-06-19,H005,MED025,Consumption,-1,480
TRN170358,2025-06-19,H005,MED026,Consumption,-13,1233
TRN170359,2025-06-19,H005,MED027,Consumption,-6,488
TRN170360,2025-06-19,H005,MED028,Consumption,-12,1334
TRN170361,2025-06-19,H005,MED029,Consumption,-10,1758
TRN170362,2025-06-19,H005,MED030,Consumption,-14,1225
TRN170363,2025-06-19,H005,MED031,Consumption,-7,1499
TRN170364,2025-06-19,H005,MED032,Consumption,-15,814
TRN170365,2025-06-19,H005,MED033,Consumption,-8,877
TRN170366,2025-06-19,H005,MED034,Consumption,-11,1506
TRN170367,2025-06-19,H005,MED035,Consumption,-11,664
TRN170368,2025-06-19,H005,MED036,Consumption,-5,1143
TRN170369,2025-06-19,H005,MED037,Consumption,-9,1003
TRN170370,2025-06-19,H005,MED038,Consumption,-5,885
TRN170371,2025-06-19,H005,MED039,Consumption,-9,1150
TRN170372,2025-06-19,H005,MED040,Consumption,-12,1172
TRN170373,2025-06-19,H005,MED041,Consumption,-12,778
TRN170374,2025-06-19,H005,MED042,Consumption,-10,730
TRN170375,2025-06-19,H005,MED043,Consumption,-15,1251
TRN170376,2025-06-19,H005,MED044,Consumption,-11,835
TRN170377,2025-06-19,H005,MED045,Consumption,-14,1398
TRN170378,2025-06-19,H005,MED046,Consumption,-12,1664
TRN170379,2025-06-19,H005,MED047,Consumption,-12,867
TRN170380,2025-06-19,H005,MED048,Consumption,-15,1387
TRN170381,2025-06-19,H005,MED049,Consumption,-10,728
TRN170382,2025-06-19,H005,MED050,Consumption,-5,1874
TRN170383,2025-06-19,H005,MED051,Consumption,-11,1084
TRN170384,2025-06-19,H005,MED052,Consumption,-6,660
TRN170385,2025-06-19,H005,MED053,Consumption,-15,1392
TRN170386,2025-06-19,H005,MED054,Consumption,-7,1336
TRN170387,2025-06-19,H005,MED055,Consumption,-12,1193
TRN170388,2025-06-19,H005,MED056,Consumption,-13,1490
TRN170389,2025-06-19,H005,MED057,Consumption,-11,1214
TRN170390,2025-06-19,H005,MED058,Consumption,-7,803
TRN170391,2025-06-19,H005,MED059,Consumption,-15,867
TRN170392,2025-06-19,H005,MED060,Consumption,-8,886
TRN170393,2025-06-19,H005,MED061,Consumption,-33,369
TRN170394,2025-06-19,H005,MED062,Consumption,-31,1719
TRN170395,2025-06-19,H005,MED063,Consumption,-18,1109
TRN170396,2025-06-19,H005,MED064,Consumption,-28,1098
TRN170397,2025-06-19,H005,MED065,Consumption,-23,621
TRN170398,2025-06-19,H005,MED066,Consumption,-18,743
TRN170399,2025-06-19,H005,MED067,Consumption,-28,777
TRN170400,2025-06-19,H005,MED068,Consumption,-33,1242
TRN170401,2025-06-19,H005,MED069,Consumption,-28,1463
TRN170402,2025-06-19,H005,MED070,Consumption,-22,1396
TRN170403,2025-06-19,H005,MED071,Consumption,-1,493
TRN170404,2025-06-19,H005,MED072,Consumption,-2,1064
TRN170405,2025-06-19,H005,MED073,Consumption,-6,1440
TRN170406,2025-06-19,H005,MED074,Consumption,-2,1686
TRN170407,2025-06-19,H005,MED075,Consumption,-3,1476
TRN170408,2025-06-19,H005,MED076,Consumption,-4,1680
TRN170409,2025-06-19,H005,MED077,Consumption,-1,1495
TRN170410,2025-06-19,H005,MED078,Consumption,-2,937
TRN170411,2025-06-19,H005,MED079,Consumption,-2,497
TRN170412,2025-06-19,H005,MED080,Consumption,-2,1206
TRN170413,2025-06-19,H005,MED081,Consumption,-6,1038
TRN170414,2025-06-19,H005,MED082,Consumption,-14,1645
TRN170415,2025-06-19,H005,MED083,Consumption,-10,1212
TRN170416,2025-06-19,H005,MED084,Consumption,-7,1452
TRN170417,2025-06-19,H005,MED085,Consumption,-13,1506
TRN170418,2025-06-19,H005,MED086,Consumption,-9,973
TRN170419,2025-06-19,H005,MED087,Consumption,-8,783
TRN170420,2025-06-19,H005,MED088,Consumption,-6,1209
TRN170421,2025-06-19,H005,MED089,Consumption,-8,953
TRN170422,2025-06-19,H005,MED090,Consumption,-15,881
TRN170423,2025-06-19,H005,MED091,Consumption,-6,895
TRN170424,2025-06-19,H005,MED092,Consumption,-4,647
TRN170425,2025-06-19,H005,MED093,Consumption,-2,1349
TRN170426,2025-06-19,H005,MED094,Consumption,-3,741
TRN170427,2025-06-19,H005,MED095,Consumption,-5,1200
TRN170428,2025-06-19,H005,MED096,Consumption,-6,1024
TRN170429,2025-06-19,H005,MED097,Consumption,-1,1425
TRN170430,2025-06-19,H005,MED098,Consumption,-5,1709
TRN170431,2025-06-19,H005,MED099,Consumption,-3,1417
TRN170432,2025-06-19,H005,MED100,Consumption,-5,1386
TRN170433,2025-06-19,H006,MED002,Consumption,-19,464
TRN170434,2025-06-19,H006,MED003,Consumption,-27,1044
TRN170435,2025-06-19,H006,MED004,Consumption,-35,515
TRN170436,2025-06-19,H006,MED005,Consumption,-16,626
TRN170437,2025-06-19,H006,MED006,Consumption,-32,1075
TRN170438,2025-06-19,H006,MED007,Consumption,-30,137
TRN170439,2025-06-19,H006,MED008,Consumption,-28,992
TRN170440,2025-06-19,H006,MED009,Consumption,-28,984
TRN170441,2025-06-19,H006,MED010,Consumption,-25,735
TRN170442,2025-06-19,H006,MED011,Consumption,-31,1263
TRN170443,2025-06-19,H006,MED012,Consumption,-26,746
TRN170444,2025-06-19,H006,MED013,Consumption,-16,886
TRN170445,2025-06-19,H006,MED014,Consumption,-28,1270
TRN170446,2025-06-19,H006,MED015,Consumption,-25,878
TRN170447,2025-06-19,H006,MED016,Consumption,-26,1406
TRN170448,2025-06-19,H006,MED017,Consumption,-22,685
TRN170449,2025-06-19,H006,MED018,Consumption,-25,918
TRN170450,2025-06-19,H006,MED019,Consumption,-35,998
TRN170451,2025-06-19,H006,MED020,Consumption,-23,1015
TRN170452,2025-06-19,H006,MED021,Consumption,-6,1276
TRN170453,2025-06-19,H006,MED022,Consumption,-3,1519
TRN170454,2025-06-19,H006,MED023,Consumption,-3,1031
TRN170455,2025-06-19,H006,MED024,Consumption,-19,927
TRN170456,2025-06-19,H006,MED025,Consumption,-4,921
TRN170457,2025-06-19,H006,MED026,Consumption,-12,1224
TRN170458,2025-06-19,H006,MED027,Consumption,-8,919
TRN170459,2025-06-19,H006,MED028,Consumption,-13,1214
TRN170460,2025-06-19,H006,MED029,Consumption,-10,642
TRN170461,2025-06-19,H006,MED030,Consumption,-14,1133
TRN170462,2025-06-19,H006,MED031,Consumption,-5,1073
TRN170463,2025-06-19,H006,MED032,Consumption,-14,1334
TRN170464,2025-06-19,H006,MED033,Consumption,-6,369
TRN170465,2025-06-19,H006,MED034,Consumption,-8,1203
TRN170466,2025-06-19,H006,MED035,Consumption,-11,930
TRN170467,2025-06-19,H006,MED036,Consumption,-5,1183
TRN170468,2025-06-19,H006,MED037,Consumption,-5,936
TRN170469,2025-06-19,H006,MED038,Consumption,-10,1136
TRN170470,2025-06-19,H006,MED039,Consumption,-6,706
TRN170471,2025-06-19,H006,MED040,Consumption,-12,622
TRN170472,2025-06-19,H006,MED041,Consumption,-15,1615
TRN170473,2025-06-19,H006,MED042,Consumption,-11,1562
TRN170474,2025-06-19,H006,MED043,Consumption,-10,1080
TRN170475,2025-06-19,H006,MED044,Consumption,-13,412
TRN170476,2025-06-19,H006,MED045,Consumption,-7,1510
TRN170477,2025-06-19,H006,MED046,Consumption,-5,509
TRN170478,2025-06-19,H006,MED047,Consumption,-11,732
TRN170479,2025-06-19,H006,MED048,Consumption,-6,1443
TRN170480,2025-06-19,H006,MED049,Consumption,-6,496
TRN170481,2025-06-19,H006,MED050,Consumption,-12,1229
TRN170482,2025-06-19,H006,MED051,Consumption,-9,1010
TRN170483,2025-06-19,H006,MED052,Consumption,-9,1343
TRN170484,2025-06-19,H006,MED053,Consumption,-13,744
TRN170485,2025-06-19,H006,MED054,Consumption,-15,993
TRN170486,2025-06-19,H006,MED055,Consumption,-10,1267
TRN170487,2025-06-19,H006,MED056,Consumption,-14,947
TRN170488,2025-06-19,H006,MED057,Consumption,-14,999
TRN170489,2025-06-19,H006,MED058,Consumption,-10,1876
TRN170490,2025-06-19,H006,MED059,Consumption,-15,453
TRN170491,2025-06-19,H006,MED060,Consumption,-13,699
TRN170492,2025-06-19,H006,MED061,Consumption,-21,1952
TRN170493,2025-06-19,H006,MED062,Consumption,-25,893
TRN170494,2025-06-19,H006,MED063,Consumption,-25,1458
TRN170495,2025-06-19,H006,MED064,Consumption,-18,467
TRN170496,2025-06-19,H006,MED065,Consumption,-17,1405
TRN170497,2025-06-19,H006,MED066,Consumption,-25,315
TRN170498,2025-06-19,H006,MED067,Consumption,-30,929
TRN170499,2025-06-19,H006,MED068,Consumption,-21,976
TRN170500,2025-06-19,H006,MED069,Consumption,-25,868
TRN170501,2025-06-19,H006,MED070,Consumption,-35,1459
TRN170502,2025-06-19,H006,MED071,Consumption,-4,1086
TRN170503,2025-06-19,H006,MED072,Consumption,-2,1613
TRN170504,2025-06-19,H006,MED073,Consumption,-6,1473
TRN170505,2025-06-19,H006,MED074,Consumption,-6,1770
TRN170506,2025-06-19,H006,MED075,Consumption,-1,1286
TRN170507,2025-06-19,H006,MED076,Consumption,-1,1291
TRN170508,2025-06-19,H006,MED077,Consumption,-5,1172
TRN170509,2025-06-19,H006,MED078,Consumption,-2,964
TRN170510,2025-06-19,H006,MED079,Consumption,-1,683
TRN170511,2025-06-19,H006,MED080,Consumption,-1,1614
TRN170512,2025-06-19,H006,MED081,Consumption,-5,1442
TRN170513,2025-06-19,H006,MED082,Consumption,-14,1469
TRN170514,2025-06-19,H006,MED083,Consumption,-15,1122
TRN170515,2025-06-19,H006,MED084,Consumption,-13,884
TRN170516,2025-06-19,H006,MED085,Consumption,-13,1556
TRN170517,2025-06-19,H006,MED086,Consumption,-6,1500
TRN170518,2025-06-19,H006,MED087,Consumption,-11,1212
TRN170519,2025-06-19,H006,MED088,Consumption,-10,1400
TRN170520,2025-06-19,H006,MED089,Consumption,-15,1503
TRN170521,2025-06-19,H006,MED090,Consumption,-6,1099
TRN170522,2025-06-19,H006,MED091,Consumption,-5,470
TRN170523,2025-06-19,H006,MED092,Consumption,-1,1142
TRN170524,2025-06-19,H006,MED093,Consumption,-2,1154
TRN170525,2025-06-19,H006,MED094,Consumption,-5,1510
TRN170526,2025-06-19,H006,MED095,Consumption,-5,924
TRN170527,2025-06-19,H006,MED096,Consumption,-6,1295
TRN170528,2025-06-19,H006,MED097,Consumption,-2,901
TRN170529,2025-06-19,H006,MED098,Consumption,-5,1476
TRN170530,2025-06-19,H006,MED099,Consumption,-2,631
TRN170531,2025-06-19,H006,MED100,Consumption,-3,1113
TRN170532,2025-06-19,H007,MED001,Consumption,-35,1191
TRN170533,2025-06-19,H007,MED002,Consumption,-22,518
TRN170534,2025-06-19,H007,MED003,Consumption,-29,1084
TRN170535,2025-06-19,H007,MED004,Consumption,-29,987
TRN170536,2025-06-19,H007,MED005,Consumption,-21,1340
TRN170537,2025-06-19,H007,MED006,Consumption,-27,1132
TRN170538,2025-06-19,H007,MED007,Consumption,-31,1171
TRN170539,2025-06-19,H007,MED008,Consumption,-34,980
TRN170540,2025-06-19,H007,MED009,Consumption,-19,1377
TRN170541,2025-06-19,H007,MED010,Consumption,-28,1584
TRN170542,2025-06-19,H007,MED011,Consumption,-25,1071
TRN170543,2025-06-19,H007,MED012,Consumption,-18,1056
TRN170544,2025-06-19,H007,MED013,Consumption,-29,1046
TRN170545,2025-06-19,H007,MED014,Consumption,-27,1212
TRN170546,2025-06-19,H007,MED015,Consumption,-32,1410
TRN170547,2025-06-19,H007,MED016,Consumption,-33,1715
TRN170548,2025-06-19,H007,MED017,Consumption,-18,909
TRN170549,2025-06-19,H007,MED018,Consumption,-16,1541
TRN170550,2025-06-19,H007,MED019,Consumption,-21,1250
TRN170551,2025-06-19,H007,MED020,Consumption,-19,859
TRN170552,2025-06-19,H007,MED021,Consumption,-6,1315
TRN170553,2025-06-19,H007,MED022,Consumption,-6,499
TRN170554,2025-06-19,H007,MED023,Consumption,-6,695
TRN170555,2025-06-19,H007,MED024,Consumption,-28,1831
TRN170556,2025-06-19,H007,MED025,Consumption,-6,1399
TRN170557,2025-06-19,H007,MED026,Consumption,-15,759
TRN170558,2025-06-19,H007,MED027,Consumption,-12,1379
TRN170559,2025-06-19,H007,MED028,Consumption,-9,998
TRN170560,2025-06-19,H007,MED029,Consumption,-9,1501
TRN170561,2025-06-19,H007,MED030,Consumption,-5,1043
TRN170562,2025-06-19,H007,MED031,Consumption,-15,1601
TRN170563,2025-06-19,H007,MED032,Consumption,-13,1057
TRN170564,2025-06-19,H007,MED033,Consumption,-11,1852
TRN170565,2025-06-19,H007,MED034,Consumption,-11,1084
TRN170566,2025-06-19,H007,MED035,Consumption,-10,686
TRN170567,2025-06-19,H007,MED036,Consumption,-13,1313
TRN170568,2025-06-19,H007,MED037,Consumption,-15,1576
TRN170569,2025-06-19,H007,MED038,Consumption,-10,1227
TRN170570,2025-06-19,H007,MED039,Consumption,-5,1503
TRN170571,2025-06-19,H007,MED040,Consumption,-9,1680
TRN170572,2025-06-19,H007,MED041,Consumption,-9,1459
TRN170573,2025-06-19,H007,MED042,Consumption,-15,947
TRN170574,2025-06-19,H007,MED043,Consumption,-11,679
TRN170575,2025-06-19,H007,MED044,Consumption,-14,1036
TRN170576,2025-06-19,H007,MED045,Consumption,-10,1644
TRN170577,2025-06-19,H007,MED046,Consumption,-15,1056
TRN170578,2025-06-19,H007,MED047,Consumption,-10,1029
TRN170579,2025-06-19,H007,MED048,Consumption,-15,1421
TRN170580,2025-06-19,H007,MED049,Consumption,-5,1237
TRN170581,2025-06-19,H007,MED050,Consumption,-9,832
TRN170582,2025-06-19,H007,MED051,Consumption,-13,818
TRN170583,2025-06-19,H007,MED052,Consumption,-5,1727
TRN170584,2025-06-19,H007,MED053,Consumption,-14,986
TRN170585,2025-06-19,H007,MED054,Consumption,-15,1210
TRN170586,2025-06-19,H007,MED055,Consumption,-10,1065
TRN170587,2025-06-19,H007,MED056,Consumption,-6,1833
TRN170588,2025-06-19,H007,MED057,Consumption,-9,1218
TRN170589,2025-06-19,H007,MED058,Consumption,-15,740
TRN170590,2025-06-19,H007,MED059,Consumption,-14,1195
TRN170591,2025-06-19,H007,MED060,Consumption,-12,1448
TRN170592,2025-06-19,H007,MED061,Consumption,-15,2110
TRN170593,2025-06-19,H007,MED062,Consumption,-18,935
TRN170594,2025-06-19,H007,MED063,Consumption,-23,1333
TRN170595,2025-06-19,H007,MED064,Consumption,-20,1031
TRN170596,2025-06-19,H007,MED065,Consumption,-26,829
TRN170597,2025-06-19,H007,MED066,Consumption,-30,1030
TRN170598,2025-06-19,H007,MED067,Consumption,-18,527
TRN170599,2025-06-19,H007,MED068,Consumption,-24,1539
TRN170600,2025-06-19,H007,MED069,Consumption,-34,1156
TRN170601,2025-06-19,H007,MED070,Consumption,-30,878
TRN170602,2025-06-19,H007,MED071,Consumption,-3,1240
TRN170603,2025-06-19,H007,MED072,Consumption,-5,979
TRN170604,2025-06-19,H007,MED073,Consumption,-4,1081
TRN170605,2025-06-19,H007,MED074,Consumption,-5,1192
TRN170606,2025-06-19,H007,MED075,Consumption,-2,874
TRN170607,2025-06-19,H007,MED076,Consumption,-1,1146
TRN170608,2025-06-19,H007,MED077,Consumption,-1,1750
TRN170609,2025-06-19,H007,MED078,Consumption,-6,1050
TRN170610,2025-06-19,H007,MED079,Consumption,-6,1495
TRN170611,2025-06-19,H007,MED080,Consumption,-4,1215
TRN170612,2025-06-19,H007,MED081,Consumption,-12,1556
TRN170613,2025-06-19,H007,MED082,Consumption,-15,1759
TRN170614,2025-06-19,H007,MED083,Consumption,-14,1765
TRN170615,2025-06-19,H007,MED084,Consumption,-5,1407
TRN170616,2025-06-19,H007,MED085,Consumption,-7,670
TRN170617,2025-06-19,H007,MED086,Consumption,-13,587
TRN170618,2025-06-19,H007,MED087,Consumption,-6,490
TRN170619,2025-06-19,H007,MED088,Consumption,-12,1347
TRN170620,2025-06-19,H007,MED089,Consumption,-14,1542
TRN170621,2025-06-19,H007,MED090,Consumption,-10,1036
TRN170622,2025-06-19,H007,MED091,Consumption,-6,1300
TRN170623,2025-06-19,H007,MED092,Consumption,-4,1223
TRN170624,2025-06-19,H007,MED093,Consumption,-2,554
TRN170625,2025-06-19,H007,MED094,Consumption,-6,1285
TRN170626,2025-06-19,H007,MED095,Consumption,-4,677
TRN170627,2025-06-19,H007,MED096,Consumption,-4,1685
TRN170628,2025-06-19,H007,MED097,Consumption,-5,1273
TRN170629,2025-06-19,H007,MED098,Consumption,-6,961
TRN170630,2025-06-19,H007,MED099,Consumption,-4,1135
TRN170631,2025-06-19,H007,MED100,Consumption,-1,1075
TRN170632,2025-06-19,H008,MED001,Consumption,-28,378
TRN170633,2025-06-19,H008,MED002,Consumption,-16,939
TRN170634,2025-06-19,H008,MED003,Consumption,-20,1157
TRN170635,2025-06-19,H008,MED004,Consumption,-31,1173
TRN170636,2025-06-19,H008,MED005,Consumption,-32,423
TRN170637,2025-06-19,H008,MED006,Consumption,-32,846
TRN170638,2025-06-19,H008,MED007,Consumption,-24,1360
TRN170639,2025-06-19,H008,MED008,Consumption,-26,1343
TRN170640,2025-06-19,H008,MED009,Consumption,-21,928
TRN170641,2025-06-19,H008,MED010,Consumption,-35,738
TRN170642,2025-06-19,H008,MED011,Consumption,-24,1019
TRN170643,2025-06-19,H008,MED012,Consumption,-34,1277
TRN170644,2025-06-19,H008,MED013,Consumption,-21,1057
TRN170645,2025-06-19,H008,MED014,Consumption,-33,1044
TRN170646,2025-06-19,H008,MED015,Consumption,-20,1600
TRN170647,2025-06-19,H008,MED016,Consumption,-30,854
TRN170648,2025-06-19,H008,MED017,Consumption,-30,1444
TRN170649,2025-06-19,H008,MED018,Consumption,-17,911
TRN170650,2025-06-19,H008,MED019,Consumption,-35,742
TRN170651,2025-06-19,H008,MED020,Consumption,-31,799
TRN170652,2025-06-19,H008,MED021,Consumption,-4,1228
TRN170653,2025-06-19,H008,MED022,Consumption,-6,1089
TRN170654,2025-06-19,H008,MED023,Consumption,-1,1048
TRN170655,2025-06-19,H008,MED024,Consumption,-16,427
TRN170656,2025-06-19,H008,MED025,Consumption,-4,1479
TRN170657,2025-06-19,H008,MED026,Consumption,-5,1500
TRN170658,2025-06-19,H008,MED027,Consumption,-5,733
TRN170659,2025-06-19,H008,MED028,Consumption,-6,785
TRN170660,2025-06-19,H008,MED029,Consumption,-5,657
TRN170661,2025-06-19,H008,MED030,Consumption,-11,1108
TRN170662,2025-06-19,H008,MED031,Consumption,-15,1131
TRN170663,2025-06-19,H008,MED032,Consumption,-11,1337
TRN170664,2025-06-19,H008,MED033,Consumption,-8,1265
TRN170665,2025-06-19,H008,MED034,Consumption,-11,821
TRN170666,2025-06-19,H008,MED035,Consumption,-6,1289
TRN170667,2025-06-19,H008,MED036,Consumption,-9,1195
TRN170668,2025-06-19,H008,MED037,Consumption,-14,1204
TRN170669,2025-06-19,H008,MED038,Consumption,-9,913
TRN170670,2025-06-19,H008,MED039,Consumption,-9,1223
TRN170671,2025-06-19,H008,MED040,Consumption,-5,1057
TRN170672,2025-06-19,H008,MED041,Consumption,-14,1034
TRN170673,2025-06-19,H008,MED042,Consumption,-14,1545
TRN170674,2025-06-19,H008,MED043,Consumption,-8,547
TRN170675,2025-06-19,H008,MED044,Consumption,-15,1325
TRN170676,2025-06-19,H008,MED045,Consumption,-9,1416
TRN170677,2025-06-19,H008,MED046,Consumption,-5,1365
TRN170678,2025-06-19,H008,MED047,Consumption,-10,1008
TRN170679,2025-06-19,H008,MED048,Consumption,-5,646
TRN170680,2025-06-19,H008,MED049,Consumption,-7,1534
TRN170681,2025-06-19,H008,MED050,Consumption,-15,446
TRN170682,2025-06-19,H008,MED051,Consumption,-10,1401
TRN170683,2025-06-19,H008,MED052,Consumption,-5,791
TRN170684,2025-06-19,H008,MED053,Consumption,-14,619
TRN170685,2025-06-19,H008,MED054,Consumption,-7,1212
TRN170686,2025-06-19,H008,MED055,Consumption,-7,1557
TRN170687,2025-06-19,H008,MED056,Consumption,-6,1221
TRN170688,2025-06-19,H008,MED057,Consumption,-5,793
TRN170689,2025-06-19,H008,MED058,Consumption,-14,1324
TRN170690,2025-06-19,H008,MED059,Consumption,-5,514
TRN170691,2025-06-19,H008,MED060,Consumption,-12,1599
TRN170692,2025-06-19,H008,MED061,Consumption,-31,542
TRN170693,2025-06-19,H008,MED062,Consumption,-24,620
TRN170694,2025-06-19,H008,MED063,Consumption,-19,935
TRN170695,2025-06-19,H008,MED064,Consumption,-34,691
TRN170696,2025-06-19,H008,MED065,Consumption,-22,727
TRN170697,2025-06-19,H008,MED066,Consumption,-21,471
TRN170698,2025-06-19,H008,MED067,Consumption,-23,1620
TRN170699,2025-06-19,H008,MED068,Consumption,-34,1839
TRN170700,2025-06-19,H008,MED069,Consumption,-18,1162
TRN170701,2025-06-19,H008,MED070,Consumption,-16,477
TRN170702,2025-06-19,H008,MED071,Consumption,-2,1543
TRN170703,2025-06-19,H008,MED072,Consumption,-3,1675
TRN170704,2025-06-19,H008,MED073,Consumption,-5,956
TRN170705,2025-06-19,H008,MED074,Consumption,-4,1261
TRN170706,2025-06-19,H008,MED075,Consumption,-4,1523
TRN170707,2025-06-19,H008,MED076,Consumption,-4,1173
TRN170708,2025-06-19,H008,MED077,Consumption,-4,922
TRN170709,2025-06-19,H008,MED078,Consumption,-5,1314
TRN170710,2025-06-19,H008,MED079,Consumption,-2,614
TRN170711,2025-06-19,H008,MED080,Consumption,-6,438
TRN170712,2025-06-19,H008,MED081,Consumption,-15,711
TRN170713,2025-06-19,H008,MED082,Consumption,-9,1451
TRN170714,2025-06-19,H008,MED083,Consumption,-7,762
TRN170715,2025-06-19,H008,MED084,Consumption,-5,410
TRN170716,2025-06-19,H008,MED085,Consumption,-9,1653
TRN170717,2025-06-19,H008,MED086,Consumption,-8,1504
TRN170718,2025-06-19,H008,MED087,Consumption,-14,1214
TRN170719,2025-06-19,H008,MED088,Consumption,-5,1144
TRN170720,2025-06-19,H008,MED089,Consumption,-6,1194
TRN170721,2025-06-19,H008,MED090,Consumption,-5,1201
TRN170722,2025-06-19,H008,MED091,Consumption,-6,1076
TRN170723,2025-06-19,H008,MED092,Consumption,-1,1022
TRN170724,2025-06-19,H008,MED093,Consumption,-3,1567
TRN170725,2025-06-19,H008,MED094,Consumption,-2,518
TRN170726,2025-06-19,H008,MED095,Consumption,-1,796
TRN170727,2025-06-19,H008,MED096,Consumption,-1,1457
TRN170728,2025-06-19,H008,MED097,Consumption,-6,794
TRN170729,2025-06-19,H008,MED098,Consumption,-3,1113
TRN170730,2025-06-19,H008,MED099,Consumption,-3,1413
TRN170731,2025-06-19,H008,MED100,Consumption,-3,783
TRN170732,2025-06-19,H009,MED001,Consumption,-30,1475
TRN170733,2025-06-19,H009,MED002,Consumption,-25,1027
TRN170734,2025-06-19,H009,MED003,Consumption,-16,887
TRN170735,2025-06-19,H009,MED004,Consumption,-26,1179
TRN170736,2025-06-19,H009,MED005,Consumption,-28,1567
TRN170737,2025-06-19,H009,MED006,Consumption,-32,1303
TRN170738,2025-06-19,H009,MED007,Consumption,-25,2190
TRN170739,2025-06-19,H009,MED008,Consumption,-32,1111
TRN170740,2025-06-19,H009,MED009,Consumption,-27,887
TRN170741,2025-06-19,H009,MED010,Consumption,-18,950
TRN170742,2025-06-19,H009,MED011,Consumption,-29,865
TRN170743,2025-06-19,H009,MED012,Consumption,-15,886
TRN170744,2025-06-19,H009,MED013,Consumption,-32,1005
TRN170745,2025-06-19,H009,MED014,Consumption,-33,1401
TRN170746,2025-06-19,H009,MED015,Consumption,-22,1770
TRN170747,2025-06-19,H009,MED016,Consumption,-33,1621
TRN170748,2025-06-19,H009,MED017,Consumption,-27,1188
