"LineID,OrderID,ProductID,OrderedQty,UnitPrice,LineTotal,Status"
"LINE002102,PO00417,MED061,2348,23,54004,Delivered"
"LINE002103,PO00417,MED065,2324,37,85988,Delivered"
"LINE002104,PO00417,MED086,935,89,83215,Delivered"
"LINE002105,PO00417,MED089,910,33,30030,Delivered"
"LINE002106,PO00418,MED002,2178,29,63162,Delivered"
"LINE002107,PO00418,MED008,2233,25,55825,Delivered"
"LINE002108,PO00419,MED003,2417,22,53174,Delivered"
"LINE002109,PO00419,MED066,2333,109,254297,Delivered"
"LINE002110,PO00419,MED067,2137,63,134631,Delivered"
"LINE002111,PO00420,MED004,2264,35,79240,Delivered"
"LINE002112,PO00420,MED005,2282,33,75306,Delivered"
"LINE002113,PO00420,MED010,2309,38,87742,Delivered"
"LINE002114,PO00420,MED068,2206,53,116918,Delivered"
"LINE002115,PO00420,MED088,936,95,88920,Delivered"
"LINE002116,PO00421,MED006,2217,37,82029,Delivered"
"LINE002117,PO00421,MED070,2342,81,189702,Delivered"
"LINE002118,PO00421,MED083,934,181,169054,Delivered"
"LINE002119,PO00421,MED084,911,39,35529,Delivered"
"LINE002120,PO00421,MED087,924,113,104412,Delivered"
"LINE002121,PO00422,MED007,2280,25,57000,Delivered"
"LINE002122,PO00423,MED009,2150,38,81700,Delivered"
"LINE002123,PO00423,MED069,2249,93,209157,Delivered"
"LINE002124,PO00423,MED090,930,112,104160,Delivered"
"LINE002125,PO00424,MED011,2208,210,463680,Delivered"
"LINE002126,PO00424,MED017,1898,373,707954,Delivered"
"LINE002127,PO00424,MED026,964,610,588040,Delivered"
"LINE002128,PO00424,MED035,907,612,555084,Delivered"
"LINE002129,PO00424,MED038,845,273,230685,Delivered"
"LINE002130,PO00424,MED051,913,304,277552,Delivered"
"LINE002131,PO00424,MED092,304,847,257488,Delivered"
"LINE002132,PO00424,MED099,313,478,149614,Delivered"
"LINE002133,PO00425,MED012,2255,229,516395,Delivered"
"LINE002134,PO00425,MED056,883,245,216335,Delivered"
"LINE002135,PO00425,MED091,325,1352,439400,Delivered"
"LINE002136,PO00426,MED013,1941,388,753108,Delivered"
"LINE002137,PO00426,MED020,2282,356,812392,Delivered"
"LINE002138,PO00426,MED022,315,393,123795,Delivered"
"LINE002139,PO00426,MED029,852,560,477120,Delivered"
"LINE002140,PO00426,MED037,864,84,72576,Delivered"
"LINE002141,PO00426,MED042,872,164,143008,Delivered"
"LINE002142,PO00426,MED049,906,43,38958,Delivered"
"LINE002143,PO00426,MED054,953,303,288759,Delivered"
"LINE002144,PO00426,MED079,337,266,89642,Delivered"
"LINE002145,PO00427,MED014,1819,337,613003,Delivered"
"LINE002146,PO00427,MED019,2287,271,619777,Delivered"
"LINE002147,PO00427,MED040,959,160,153440,Delivered"
"LINE002148,PO00427,MED075,323,301,97223,Delivered"
"LINE002149,PO00427,MED080,321,237,76077,Delivered"
"LINE002150,PO00427,MED093,308,1286,396088,Delivered"
"LINE002151,PO00428,MED015,2272,423,961056,Delivered"
"LINE002152,PO00428,MED016,2259,493,1113687,Delivered"
"LINE002153,PO00428,MED025,334,315,105210,Delivered"
"LINE002154,PO00428,MED028,920,108,99360,Delivered"
"LINE002155,PO00428,MED032,917,749,686833,Delivered"
"LINE002156,PO00428,MED033,900,239,215100,Delivered"
"LINE002157,PO00428,MED072,320,320,102400,Delivered"
"LINE002158,PO00428,MED078,277,102,28254,Delivered"
"LINE002159,PO00429,MED018,2129,465,989985,Delivered"
"LINE002160,PO00429,MED030,958,731,700298,Delivered"
"LINE002161,PO00429,MED034,934,736,687424,Delivered"
"LINE002162,PO00429,MED039,907,349,316543,Delivered"
"LINE002163,PO00429,MED045,990,196,194040,Delivered"
"LINE002164,PO00429,MED046,921,303,279063,Delivered"
"LINE002165,PO00429,MED060,939,93,87327,Delivered"
"LINE002166,PO00429,MED094,291,1362,396342,Delivered"
"LINE002167,PO00429,MED095,302,792,239184,Delivered"
"LINE002168,PO00429,MED098,332,388,128816,Delivered"
"LINE002169,PO00430,MED021,334,240,80160,Delivered"
"LINE002170,PO00430,MED023,309,101,31209,Delivered"
"LINE002171,PO00430,MED043,947,50,47350,Delivered"
"LINE002172,PO00430,MED047,920,118,108560,Delivered"
"LINE002173,PO00430,MED048,944,345,325680,Delivered"
"LINE002174,PO00430,MED071,328,319,104632,Delivered"
"LINE002175,PO00430,MED074,310,511,158410,Delivered"
"LINE002176,PO00431,MED024,2002,332,664664,Delivered"
"LINE002177,PO00431,MED050,897,271,243087,Delivered"
"LINE002178,PO00431,MED076,299,345,103155,Delivered"
"LINE002179,PO00432,MED027,892,524,467408,Delivered"
"LINE002180,PO00432,MED036,917,393,360381,Delivered"
"LINE002181,PO00432,MED044,962,358,344396,Delivered"
"LINE002182,PO00432,MED052,927,92,85284,Delivered"
"LINE002183,PO00432,MED053,922,131,120782,Delivered"
"LINE002184,PO00432,MED059,903,41,37023,Delivered"
"LINE002185,PO00432,MED077,318,387,123066,Delivered"
"LINE002186,PO00432,MED100,285,330,94050,Delivered"
"LINE002187,PO00433,MED031,886,525,465150,Delivered"
"LINE002188,PO00433,MED058,927,89,82503,Delivered"
"LINE002189,PO00433,MED073,334,505,168670,Delivered"
"LINE002190,PO00433,MED096,323,491,158593,Delivered"
"LINE002191,PO00434,MED041,941,336,316176,Delivered"
"LINE002192,PO00434,MED055,931,74,68894,Delivered"
"LINE002193,PO00434,MED057,895,120,107400,Delivered"
"LINE002194,PO00434,MED097,345,518,178710,Delivered"
"LINE002195,PO00435,MED062,2339,73,170747,Delivered"
"LINE002196,PO00435,MED064,2297,82,188354,Delivered"
"LINE002197,PO00435,MED085,897,69,61893,Delivered"
"LINE002198,PO00436,MED063,2319,112,259728,Delivered"
"LINE002199,PO00436,MED081,910,148,134680,Delivered"
"LINE002200,PO00436,MED082,921,65,59865,Delivered"
"LINE002201,PO00437,MED001,2272,43,97696,Delivered"
"LINE002202,PO00437,MED009,1865,38,70870,Delivered"
"LINE002203,PO00437,MED010,2181,38,82878,Delivered"
"LINE002204,PO00437,MED068,2302,53,122006,Delivered"
"LINE002205,PO00437,MED083,919,181,166339,Delivered"
"LINE002206,PO00438,MED002,1902,29,55158,Delivered"
"LINE002207,PO00438,MED006,2229,37,82473,Delivered"
"LINE002208,PO00438,MED007,2244,25,56100,Delivered"
"LINE002209,PO00438,MED008,2328,25,58200,Delivered"
"LINE002210,PO00439,MED003,2284,22,50248,Delivered"
"LINE002211,PO00439,MED063,1777,112,199024,Delivered"
"LINE002212,PO00440,MED004,2163,35,75705,Delivered"
"LINE002213,PO00440,MED061,2289,23,52647,Delivered"
"LINE002214,PO00441,MED005,2266,33,74778,Delivered"
"LINE002215,PO00441,MED067,2133,63,134379,Delivered"
"LINE002216,PO00441,MED084,870,39,33930,Delivered"
"LINE002217,PO00441,MED085,868,69,59892,Delivered"
"LINE002218,PO00442,MED011,2210,210,464100,Delivered"
"LINE002219,PO00442,MED020,2352,356,837312,Delivered"
"LINE002220,PO00442,MED025,340,315,107100,Delivered"
"LINE002221,PO00442,MED039,893,349,311657,Delivered"
"LINE002222,PO00442,MED051,973,304,295792,Delivered"
"LINE002223,PO00442,MED056,885,245,216825,Delivered"
"LINE002224,PO00442,MED074,300,511,153300,Delivered"
"LINE002225,PO00443,MED012,2290,229,524410,Delivered"
"LINE002226,PO00443,MED022,295,393,115935,Delivered"
"LINE002227,PO00443,MED048,898,345,309810,Delivered"
"LINE002228,PO00443,MED060,901,93,83793,Delivered"
"LINE002229,PO00444,MED013,2440,388,946720,Delivered"
"LINE002230,PO00444,MED042,883,164,144812,Delivered"
"LINE002231,PO00444,MED044,938,358,335804,Delivered"
"LINE002232,PO00444,MED045,954,196,186984,Delivered"
"LINE002233,PO00444,MED050,911,271,246881,Delivered"
"LINE002234,PO00444,MED053,889,131,116459,Delivered"
"LINE002235,PO00444,MED077,307,387,118809,Delivered"
"LINE002236,PO00445,MED014,2290,337,771730,Delivered"
"LINE002237,PO00445,MED019,1849,271,501079,Delivered"
"LINE002238,PO00445,MED027,888,524,465312,Delivered"
"LINE002239,PO00445,MED028,922,108,99576,Delivered"
"LINE002240,PO00445,MED036,867,393,340731,Delivered"
"LINE002241,PO00445,MED049,877,43,37711,Delivered"
"LINE002242,PO00445,MED072,317,320,101440,Delivered"
"LINE002243,PO00445,MED076,294,345,101430,Delivered"
"LINE002244,PO00445,MED091,275,1352,371800,Delivered"
"LINE002245,PO00445,MED097,332,518,171976,Delivered"
"LINE002246,PO00445,MED099,340,478,162520,Delivered"
"LINE002247,PO00446,MED015,1886,423,797778,Delivered"
"LINE002248,PO00446,MED016,2291,493,1129463,Delivered"
"LINE002249,PO00446,MED024,1475,332,489700,Delivered"
"LINE002250,PO00446,MED031,949,525,498225,Delivered"
"LINE002251,PO00446,MED038,904,273,246792,Delivered"
"LINE002252,PO00446,MED058,905,89,80545,Delivered"
"LINE002253,PO00447,MED017,2028,373,756444,Delivered"
"LINE002254,PO00447,MED018,2308,465,1073220,Delivered"
"LINE002255,PO00447,MED035,958,612,586296,Delivered"
"LINE002256,PO00447,MED037,958,84,80472,Delivered"
"LINE002257,PO00447,MED047,963,118,113634,Delivered"
"LINE002258,PO00447,MED052,881,92,81052,Delivered"
"LINE002259,PO00447,MED073,343,505,173215,Delivered"
"LINE002260,PO00447,MED093,353,1286,453958,Delivered"
"LINE002261,PO00448,MED021,326,240,78240,Delivered"
"LINE002262,PO00448,MED023,291,101,29391,Delivered"
"LINE002263,PO00448,MED030,919,731,671789,Delivered"
"LINE002264,PO00448,MED033,921,239,220119,Delivered"
"LINE002265,PO00448,MED043,852,50,42600,Delivered"
"LINE002266,PO00448,MED046,870,303,263610,Delivered"
"LINE002267,PO00448,MED059,933,41,38253,Delivered"
"LINE002268,PO00448,MED071,338,319,107822,Delivered"
"LINE002269,PO00448,MED096,328,491,161048,Delivered"
"LINE002270,PO00449,MED026,943,610,575230,Delivered"
"LINE002271,PO00449,MED032,928,749,695072,Delivered"
"LINE002272,PO00449,MED054,929,303,281487,Delivered"
"LINE002273,PO00449,MED057,925,120,111000,Delivered"
"LINE002274,PO00449,MED094,339,1362,461718,Delivered"
"LINE002275,PO00450,MED029,917,560,513520,Delivered"
"LINE002276,PO00450,MED040,940,160,150400,Delivered"
"LINE002277,PO00450,MED055,927,74,68598,Delivered"
"LINE002278,PO00450,MED092,354,847,299838,Delivered"
"LINE002279,PO00450,MED100,318,330,104940,Delivered"
"LINE002280,PO00451,MED034,932,736,685952,Delivered"
"LINE002281,PO00451,MED078,310,102,31620,Delivered"
"LINE002282,PO00451,MED079,309,266,82194,Delivered"
"LINE002283,PO00451,MED095,322,792,255024,Delivered"
"LINE002284,PO00451,MED098,328,388,127264,Delivered"
"LINE002285,PO00452,MED041,920,336,309120,Delivered"
"LINE002286,PO00452,MED075,317,301,95417,Delivered"
"LINE002287,PO00452,MED080,302,237,71574,Delivered"
"LINE002288,PO00453,MED062,2359,73,172207,Delivered"
"LINE002289,PO00453,MED066,2288,109,249392,Delivered"
"LINE002290,PO00453,MED070,2043,81,165483,Delivered"
"LINE002291,PO00453,MED082,908,65,59020,Delivered"
"LINE002292,PO00453,MED088,910,95,86450,Delivered"
"LINE002293,PO00453,MED090,894,112,100128,Delivered"
"LINE002294,PO00454,MED064,2311,82,189502,Delivered"
"LINE002295,PO00454,MED081,908,148,134384,Delivered"
"LINE002296,PO00454,MED086,905,89,80545,Delivered"
"LINE002297,PO00455,MED065,2195,37,81215,Delivered"
"LINE002298,PO00455,MED087,935,113,105655,Delivered"
"LINE002299,PO00456,MED069,2157,93,200601,Delivered"
"LINE002300,PO00456,MED089,857,33,28281,Delivered"
"LINE002301,PO00457,MED001,2282,43,98126,Delivered"
"LINE002302,PO00457,MED002,1870,29,54230,Delivered"
"LINE002303,PO00457,MED010,2294,38,87172,Delivered"
"LINE002304,PO00457,MED070,2220,81,179820,Delivered"
"LINE002305,PO00458,MED003,2300,22,50600,Delivered"
"LINE002306,PO00458,MED063,1749,112,195888,Delivered"
"LINE002307,PO00458,MED083,856,181,154936,Delivered"
"LINE002308,PO00458,MED084,910,39,35490,Delivered"
"LINE002309,PO00458,MED089,893,33,29469,Delivered"
"LINE002310,PO00459,MED004,2118,35,74130,Delivered"
"LINE002311,PO00460,MED005,2257,33,74481,Delivered"
"LINE002312,PO00460,MED061,2335,23,53705,Delivered"
"LINE002313,PO00460,MED065,2149,37,79513,Delivered"
"LINE002314,PO00460,MED088,914,95,86830,Delivered"
"LINE002315,PO00461,MED006,2327,37,86099,Delivered"
"LINE002316,PO00461,MED066,2258,109,246122,Delivered"
"LINE002317,PO00461,MED085,917,69,63273,Delivered"
"LINE002318,PO00461,MED090,883,112,98896,Delivered"
"LINE002319,PO00462,MED007,2223,25,55575,Delivered"
"LINE002320,PO00462,MED009,2312,38,87856,Delivered"
"LINE002321,PO00463,MED008,2313,25,57825,Delivered"
"LINE002322,PO00463,MED064,2235,82,183270,Delivered"
"LINE002323,PO00463,MED069,2201,93,204693,Delivered"
"LINE002324,PO00463,MED082,878,65,57070,Delivered"
"LINE002325,PO00463,MED086,904,89,80456,Delivered"
"LINE002326,PO00463,MED087,904,113,102152,Delivered"
"LINE002327,PO00464,MED011,2170,210,455700,Delivered"
"LINE002328,PO00464,MED018,2350,465,1092750,Delivered"
"LINE002329,PO00464,MED022,323,393,126939,Delivered"
"LINE002330,PO00464,MED028,877,108,94716,Delivered"
"LINE002331,PO00464,MED041,896,336,301056,Delivered"
"LINE002332,PO00464,MED043,918,50,45900,Delivered"
"LINE002333,PO00464,MED058,948,89,84372,Delivered"
"LINE002334,PO00464,MED076,295,345,101775,Delivered"
"LINE002335,PO00464,MED078,322,102,32844,Delivered"
"LINE002336,PO00464,MED080,296,237,70152,Delivered"
"LINE002337,PO00465,MED012,2233,229,511357,Delivered"
"LINE002338,PO00465,MED019,1768,271,479128,Delivered"
"LINE002339,PO00465,MED027,916,524,479984,Delivered"
"LINE002340,PO00465,MED032,884,749,662116,Delivered"
"LINE002341,PO00465,MED045,921,196,180516,Delivered"
"LINE002342,PO00465,MED046,903,303,273609,Delivered"
"LINE002343,PO00465,MED060,950,93,88350,Delivered"
"LINE002344,PO00465,MED091,327,1352,442104,Delivered"
"LINE002345,PO00466,MED013,1683,388,653004,Delivered"
"LINE002346,PO00466,MED025,325,315,102375,Delivered"
"LINE002347,PO00466,MED026,882,610,538020,Delivered"
"LINE002348,PO00466,MED037,897,84,75348,Delivered"
"LINE002349,PO00466,MED056,900,245,220500,Delivered"
"LINE002350,PO00466,MED075,320,301,96320,Delivered"
"LINE002351,PO00467,MED014,2026,337,682762,Delivered"
"LINE002352,PO00467,MED015,2210,423,934830,Delivered"
"LINE002353,PO00467,MED029,926,560,518560,Delivered"
"LINE002354,PO00467,MED047,936,118,110448,Delivered"
"LINE002355,PO00467,MED073,302,505,152510,Delivered"
"LINE002356,PO00467,MED093,305,1286,392230,Delivered"
"LINE002357,PO00467,MED100,348,330,114840,Delivered"
"LINE002358,PO00468,MED016,1881,493,927333,Delivered"
"LINE002359,PO00468,MED017,1772,373,660956,Delivered"
"LINE002360,PO00468,MED021,312,240,74880,Delivered"
"LINE002361,PO00468,MED044,912,358,326496,Delivered"
"LINE002362,PO00468,MED055,968,74,71632,Delivered"
"LINE002363,PO00468,MED074,322,511,164542,Delivered"
"LINE002364,PO00468,MED094,301,1362,409962,Delivered"
"LINE002365,PO00469,MED020,2004,356,713424,Delivered"
"LINE002366,PO00469,MED030,958,731,700298,Delivered"
"LINE002367,PO00469,MED031,953,525,500325,Delivered"
"LINE002368,PO00469,MED033,877,239,209603,Delivered"
"LINE002369,PO00469,MED051,903,304,274512,Delivered"
"LINE002370,PO00469,MED053,958,131,125498,Delivered"
"LINE002371,PO00469,MED059,872,41,35752,Delivered"
"LINE002372,PO00469,MED096,319,491,156629,Delivered"
"LINE002373,PO00469,MED097,326,518,168868,Delivered"
"LINE002374,PO00469,MED098,325,388,126100,Delivered"
"LINE002375,PO00470,MED023,297,101,29997,Delivered"
"LINE002376,PO00470,MED054,930,303,281790,Delivered"
"LINE002377,PO00470,MED092,309,847,261723,Delivered"
"LINE002378,PO00471,MED024,2273,332,754636,Delivered"
"LINE002379,PO00471,MED035,887,612,542844,Delivered"
"LINE002380,PO00471,MED042,900,164,147600,Delivered"
"LINE002381,PO00471,MED057,933,120,111960,Delivered"
"LINE002382,PO00471,MED072,316,320,101120,Delivered"
"LINE002383,PO00471,MED095,321,792,254232,Delivered"
"LINE002384,PO00472,MED034,929,736,683744,Delivered"
"LINE002385,PO00472,MED038,921,273,251433,Delivered"
"LINE002386,PO00472,MED039,899,349,313751,Delivered"
"LINE002387,PO00472,MED040,882,160,141120,Delivered"
"LINE002388,PO00472,MED050,914,271,247694,Delivered"
"LINE002389,PO00472,MED071,337,319,107503,Delivered"
"LINE002390,PO00473,MED036,916,393,359988,Delivered"
"LINE002391,PO00473,MED048,908,345,313260,Delivered"
"LINE002392,PO00473,MED049,917,43,39431,Delivered"
"LINE002393,PO00473,MED077,350,387,135450,Delivered"
"LINE002394,PO00474,MED052,843,92,77556,Delivered"
"LINE002395,PO00474,MED079,309,266,82194,Delivered"
"LINE002396,PO00474,MED099,305,478,145790,Delivered"
"LINE002397,PO00475,MED062,2096,73,153008,Delivered"
"LINE002398,PO00475,MED068,2311,53,122483,Delivered"
"LINE002399,PO00476,MED067,2175,63,137025,Delivered"
"LINE002400,PO00476,MED081,881,148,130388,Delivered"
"LINE002401,PO00477,MED001,2313,43,99459,Delivered"
"LINE002402,PO00477,MED002,2327,29,67483,Delivered"
"LINE002403,PO00477,MED005,2202,33,72666,Delivered"
"LINE002404,PO00477,MED064,2247,82,184254,Delivered"
"LINE002405,PO00477,MED070,2271,81,183951,Delivered"
"LINE002406,PO00477,MED087,912,113,103056,Delivered"
"LINE002407,PO00477,MED090,902,112,101024,Delivered"
"LINE002408,PO00478,MED003,2166,22,47652,Delivered"
"LINE002409,PO00478,MED006,2380,37,88060,Delivered"
"LINE002410,PO00478,MED007,2170,25,54250,Delivered"
"LINE002411,PO00478,MED083,916,181,165796,Delivered"
"LINE002412,PO00479,MED004,2210,35,77350,Delivered"
"LINE002413,PO00479,MED009,2362,38,89756,Delivered"
"LINE002414,PO00479,MED061,2252,23,51796,Delivered"
"LINE002415,PO00479,MED089,937,33,30921,Delivered"
"LINE002416,PO00480,MED008,2321,25,58025,Delivered"
"LINE002417,PO00480,MED010,2217,38,84246,Delivered"
"LINE002418,PO00480,MED081,953,148,141044,Delivered"
"LINE002419,PO00480,MED086,849,89,75561,Delivered"
"LINE002420,PO00481,MED011,2119,210,444990,Delivered"
"LINE002421,PO00481,MED060,876,93,81468,Delivered"
"LINE002422,PO00481,MED072,348,320,111360,Delivered"
"LINE002423,PO00481,MED076,326,345,112470,Delivered"
"LINE002424,PO00481,MED077,306,387,118422,Delivered"
"LINE002425,PO00482,MED012,2329,229,533341,Delivered"
"LINE002426,PO00482,MED016,2317,493,1142281,Delivered"
"LINE002427,PO00482,MED020,2044,356,727664,Delivered"
"LINE002428,PO00482,MED029,951,560,532560,Delivered"
"LINE002429,PO00482,MED036,864,393,339552,Delivered"
"LINE002430,PO00482,MED040,960,160,153600,Delivered"
"LINE002431,PO00482,MED056,936,245,229320,Delivered"
"LINE002432,PO00482,MED071,313,319,99847,Delivered"
"LINE002433,PO00482,MED075,309,301,93009,Delivered"
"LINE002434,PO00482,MED100,339,330,111870,Delivered"
"LINE002435,PO00483,MED013,1721,388,667748,Delivered"
"LINE002436,PO00483,MED021,331,240,79440,Delivered"
"LINE002437,PO00483,MED034,911,736,670496,Delivered"
"LINE002438,PO00483,MED039,961,349,335389,Delivered"
"LINE002439,PO00483,MED045,945,196,185220,Delivered"
"LINE002440,PO00483,MED048,939,345,323955,Delivered"
"LINE002441,PO00484,MED014,2332,337,785884,Delivered"
"LINE002442,PO00484,MED025,322,315,101430,Delivered"
"LINE002443,PO00484,MED038,871,273,237783,Delivered"
"LINE002444,PO00484,MED042,934,164,153176,Delivered"
"LINE002445,PO00484,MED054,926,303,280578,Delivered"
"LINE002446,PO00484,MED078,297,102,30294,Delivered"
"LINE002447,PO00484,MED098,321,388,124548,Delivered"
"LINE002448,PO00485,MED015,2290,423,968670,Delivered"
"LINE002449,PO00485,MED017,2173,373,810529,Delivered"
"LINE002450,PO00485,MED023,318,101,32118,Delivered"
"LINE002451,PO00485,MED046,917,303,277851,Delivered"
"LINE002452,PO00485,MED094,339,1362,461718,Delivered"
"LINE002453,PO00486,MED018,1771,465,823515,Delivered"
"LINE002454,PO00486,MED032,911,749,682339,Delivered"
"LINE002455,PO00486,MED041,905,336,304080,Delivered"
"LINE002456,PO00486,MED044,895,358,320410,Delivered"
"LINE002457,PO00486,MED051,883,304,268432,Delivered"
"LINE002458,PO00486,MED055,910,74,67340,Delivered"
"LINE002459,PO00486,MED097,292,518,151256,Delivered"
"LINE002460,PO00487,MED019,2232,271,604872,Delivered"
"LINE002461,PO00487,MED022,312,393,122616,Delivered"
"LINE002462,PO00487,MED024,2282,332,757624,Delivered"
"LINE002463,PO00487,MED028,890,108,96120,Delivered"
"LINE002464,PO00487,MED031,903,525,474075,Delivered"
"LINE002465,PO00487,MED047,921,118,108678,Delivered"
"LINE002466,PO00487,MED074,323,511,165053,Delivered"
"LINE002467,PO00487,MED096,334,491,163994,Delivered"
"LINE002468,PO00487,MED099,344,478,164432,Delivered"
"LINE002469,PO00488,MED026,911,610,555710,Delivered"
"LINE002470,PO00488,MED027,891,524,466884,Delivered"
"LINE002471,PO00488,MED033,917,239,219163,Delivered"
"LINE002472,PO00488,MED049,929,43,39947,Delivered"
"LINE002473,PO00488,MED050,933,271,252843,Delivered"
"LINE002474,PO00488,MED053,935,131,122485,Delivered"
"LINE002475,PO00488,MED073,337,505,170185,Delivered"
"LINE002476,PO00488,MED080,316,237,74892,Delivered"
"LINE002477,PO00488,MED093,295,1286,379370,Delivered"
"LINE002478,PO00489,MED030,891,731,651321,Delivered"
"LINE002479,PO00489,MED037,944,84,79296,Delivered"
"LINE002480,PO00489,MED043,868,50,43400,Delivered"
"LINE002481,PO00489,MED091,313,1352,423176,Delivered"
"LINE002482,PO00489,MED095,310,792,245520,Delivered"
"LINE002483,PO00490,MED035,915,612,559980,Delivered"
"LINE002484,PO00490,MED052,908,92,83536,Delivered"
"LINE002485,PO00491,MED057,915,120,109800,Delivered"
"LINE002486,PO00491,MED058,890,89,79210,Delivered"
"LINE002487,PO00491,MED059,923,41,37843,Delivered"
"LINE002488,PO00491,MED079,318,266,84588,Delivered"
"LINE002489,PO00491,MED092,308,847,260876,Delivered"
"LINE002490,PO00492,MED062,2312,73,168776,Delivered"
"LINE002491,PO00492,MED063,2249,112,251888,Delivered"
"LINE002492,PO00492,MED068,2278,53,120734,Delivered"
"LINE002493,PO00493,MED065,2313,37,85581,Delivered"
"LINE002494,PO00493,MED067,2210,63,139230,Delivered"
"LINE002495,PO00493,MED084,945,39,36855,Delivered"
"LINE002496,PO00494,MED066,2273,109,247757,Delivered"
"LINE002497,PO00494,MED088,866,95,82270,Delivered"
"LINE002498,PO00495,MED069,2209,93,205437,Delivered"
"LINE002499,PO00495,MED082,923,65,59995,Delivered"
"LINE002500,PO00495,MED085,905,69,62445,Delivered"
"LINE002501,PO00496,MED001,1963,43,84409,Delivered"
"LINE002502,PO00496,MED085,898,69,61962,Delivered"
"LINE002503,PO00497,MED002,2298,29,66642,Delivered"
"LINE002504,PO00497,MED003,2241,22,49302,Delivered"
"LINE002505,PO00497,MED008,2266,25,56650,Delivered"
"LINE002506,PO00497,MED064,2244,82,184008,Delivered"
"LINE002507,PO00497,MED084,957,39,37323,Delivered"
"LINE002508,PO00498,MED004,2241,35,78435,Delivered"
"LINE002509,PO00498,MED010,2131,38,80978,Delivered"
"LINE002510,PO00498,MED066,2141,109,233369,Delivered"
"LINE002511,PO00498,MED070,2364,81,191484,Delivered"
"LINE002512,PO00498,MED090,939,112,105168,Delivered"
"LINE002513,PO00499,MED005,2281,33,75273,Delivered"
"LINE002514,PO00499,MED086,923,89,82147,Delivered"
"LINE002515,PO00500,MED006,2357,37,87209,Delivered"
"LINE002516,PO00500,MED007,2088,25,52200,Delivered"
"LINE002517,PO00500,MED062,2242,73,163666,Delivered"
"LINE002518,PO00500,MED063,2351,112,263312,Delivered"
"LINE002519,PO00500,MED082,928,65,60320,Delivered"
"LINE002520,PO00501,MED009,2334,38,88692,Delivered"
"LINE002521,PO00501,MED061,2252,23,51796,Delivered"
"LINE002522,PO00501,MED087,934,113,105542,Delivered"
"LINE002523,PO00501,MED089,943,33,31119,Delivered"
"LINE002524,PO00502,MED011,2183,210,458430,Delivered"
"LINE002525,PO00502,MED015,2353,423,995319,Delivered"
"LINE002526,PO00502,MED016,2221,493,1094953,Delivered"
"LINE002527,PO00502,MED018,2306,465,1072290,Delivered"
"LINE002528,PO00502,MED048,924,345,318780,Delivered"
"LINE002529,PO00502,MED059,908,41,37228,Delivered"
"LINE002530,PO00502,MED079,324,266,86184,Delivered"
"LINE002531,PO00503,MED012,1507,229,345103,Delivered"
"LINE002532,PO00503,MED030,956,731,698836,Delivered"
"LINE002533,PO00503,MED044,916,358,327928,Delivered"
"LINE002534,PO00503,MED052,903,92,83076,Delivered"
"LINE002535,PO00503,MED058,909,89,80901,Delivered"
"LINE002536,PO00504,MED013,2104,388,816352,Delivered"
"LINE002537,PO00504,MED019,2083,271,564493,Delivered"
"LINE002538,PO00504,MED033,963,239,230157,Delivered"
"LINE002539,PO00504,MED035,857,612,524484,Delivered"
"LINE002540,PO00504,MED054,917,303,277851,Delivered"
"LINE002541,PO00504,MED071,329,319,104951,Delivered"
"LINE002542,PO00504,MED073,347,505,175235,Delivered"
"LINE002543,PO00504,MED094,333,1362,453546,Delivered"
"LINE002544,PO00504,MED096,326,491,160066,Delivered"
"LINE002545,PO00505,MED014,2342,337,789254,Delivered"
"LINE002546,PO00505,MED029,945,560,529200,Delivered"
"LINE002547,PO00505,MED036,900,393,353700,Delivered"
"LINE002548,PO00505,MED041,966,336,324576,Delivered"
"LINE002549,PO00505,MED042,845,164,138580,Delivered"
"LINE002550,PO00506,MED017,1828,373,681844,Delivered"
"LINE002551,PO00506,MED024,1974,332,655368,Delivered"
"LINE002552,PO00506,MED055,912,74,67488,Delivered"
"LINE002553,PO00506,MED080,323,237,76551,Delivered"
"LINE002554,PO00506,MED100,334,330,110220,Delivered"
"LINE002555,PO00507,MED020,2336,356,831616,Delivered"
"LINE002556,PO00507,MED021,334,240,80160,Delivered"
"LINE002557,PO00507,MED025,326,315,102690,Delivered"
"LINE002558,PO00507,MED034,893,736,657248,Delivered"
"LINE002559,PO00507,MED037,890,84,74760,Delivered"
"LINE002560,PO00507,MED040,966,160,154560,Delivered"
"LINE002561,PO00507,MED049,942,43,40506,Delivered"
"LINE002562,PO00507,MED050,921,271,249591,Delivered"
"LINE002563,PO00507,MED057,894,120,107280,Delivered"
"LINE002564,PO00508,MED022,291,393,114363,Delivered"
"LINE002565,PO00508,MED046,928,303,281184,Delivered"
"LINE002566,PO00508,MED047,943,118,111274,Delivered"
"LINE002567,PO00508,MED076,296,345,102120,Delivered"
"LINE002568,PO00508,MED077,336,387,130032,Delivered"
"LINE002569,PO00509,MED023,325,101,32825,Delivered"
"LINE002570,PO00509,MED028,896,108,96768,Delivered"
"LINE002571,PO00509,MED038,911,273,248703,Delivered"
"LINE002572,PO00509,MED043,943,50,47150,Delivered"
"LINE002573,PO00509,MED078,316,102,32232,Delivered"
"LINE002574,PO00509,MED095,309,792,244728,Delivered"
"LINE002575,PO00510,MED026,903,610,550830,Delivered"
"LINE002576,PO00510,MED027,926,524,485224,Delivered"
