"TransactionID,TransactionDate,HospitalID,ProductID,BatchNumber,TransactionType,Quantity,ReferenceID,DeliveryStatus"
"REC001768,2025-04-25,H008,MED027,B808672,Receipt,972,PO00349,On Time"
"REC001769,2025-04-25,H008,MED031,B472047,Receipt,899,PO00349,On Time"
"REC001770,2025-04-25,H008,MED042,B647219,Receipt,945,PO00349,On Time"
"REC001771,2025-04-25,H008,MED057,B570435,Receipt,851,PO00349,On Time"
"REC001772,2025-04-25,H008,MED073,B959665,Receipt,329,PO00349,On Time"
"REC001773,2025-04-25,H008,MED097,B184607,Receipt,315,PO00349,On Time"
"REC001774,2025-05-12,H008,MED032,B397675,Receipt,867,PO00350,On Time"
"REC001775,2025-05-12,H008,MED046,B843088,Receipt,860,PO00350,On Time"
"REC001776,2025-05-12,H008,MED048,B235189,Receipt,905,PO00350,On Time"
"REC001777,2025-05-12,H008,MED052,B719055,Receipt,910,PO00350,On Time"
"REC001778,2025-05-12,H008,MED054,B948692,Receipt,899,PO00350,On Time"
"REC001779,2025-05-12,H008,MED058,B393125,Receipt,930,PO00350,On Time"
"REC001780,2025-05-12,H008,MED074,B834412,Receipt,316,PO00350,On Time"
"REC001781,2025-05-02,H008,MED033,B746238,Receipt,894,PO00351,On Time"
"REC001782,2025-05-02,H008,MED044,B503777,Receipt,949,PO00351,On Time"
"REC001783,2025-05-02,H008,MED047,B656376,Receipt,869,PO00351,On Time"
"REC001784,2025-05-02,H008,MED055,B888245,Receipt,970,PO00351,On Time"
"REC001785,2025-05-02,H008,MED075,B653781,Receipt,284,PO00351,On Time"
"REC001786,2025-05-02,H008,MED098,B755129,Receipt,301,PO00351,On Time"
"REC001787,2025-04-21,H008,MED041,B175277,Receipt,854,PO00352,On Time"
"REC001788,2025-04-21,H008,MED051,B868917,Receipt,889,PO00352,On Time"
"REC001789,2025-04-21,H008,MED053,B653372,Receipt,919,PO00352,On Time"
"REC001790,2025-04-21,H008,MED056,B797411,Receipt,888,PO00352,On Time"
"REC001791,2025-04-21,H008,MED091,B886086,Receipt,325,PO00352,On Time"
"REC001792,2025-04-21,H008,MED099,B453076,Receipt,337,PO00352,On Time"
"REC001793,2025-05-07,H008,MED045,B495204,Receipt,927,PO00353,Delayed"
"REC001794,2025-05-07,H008,MED071,B616540,Receipt,292,PO00353,Delayed"
"REC001795,2025-05-07,H008,MED096,B504015,Receipt,342,PO00353,Delayed"
"REC001796,2025-05-07,H008,MED100,B747418,Receipt,276,PO00353,Delayed"
"REC001797,2025-04-04,H008,MED062,B818316,Receipt,2126,PO00354,On Time"
"REC001798,2025-04-04,H008,MED083,B123408,Receipt,860,PO00354,On Time"
"REC001799,2025-04-07,H008,MED068,B996749,Receipt,2221,PO00355,On Time"
"REC001800,2025-04-04,H008,MED081,B867286,Receipt,923,PO00356,On Time"
"REC001801,2025-04-04,H009,MED001,B523291,Receipt,2235,PO00357,On Time"
"REC001802,2025-04-04,H009,MED090,B547244,Receipt,909,PO00357,On Time"
"REC001803,2025-04-07,H009,MED002,B945623,Receipt,2231,PO00358,On Time"
"REC001804,2025-04-07,H009,MED010,B145095,Receipt,2233,PO00358,On Time"
"REC001805,2025-04-07,H009,MED062,B857634,Receipt,2226,PO00358,On Time"
"REC001806,2025-04-07,H009,MED087,B902348,Receipt,933,PO00358,On Time"
"REC001807,2025-04-09,H009,MED003,B668242,Receipt,2238,PO00359,Delayed"
"REC001808,2025-04-09,H009,MED007,B307139,Receipt,2211,PO00359,Delayed"
"REC001809,2025-04-09,H009,MED009,B585097,Receipt,2168,PO00359,Delayed"
"REC001810,2025-04-09,H009,MED061,B102775,Receipt,2188,PO00359,Delayed"
"REC001811,2025-04-09,H009,MED068,B897124,Receipt,2284,PO00359,Delayed"
"REC001812,2025-04-08,H009,MED004,B280882,Receipt,2336,PO00360,On Time"
"REC001813,2025-04-08,H009,MED005,B169300,Receipt,2239,PO00360,On Time"
"REC001814,2025-04-08,H009,MED066,B924657,Receipt,2206,PO00360,On Time"
"REC001815,2025-04-05,H009,MED006,B927585,Receipt,2304,PO00361,On Time"
"REC001816,2025-04-05,H009,MED064,B969001,Receipt,2250,PO00361,On Time"
"REC001817,2025-04-05,H009,MED070,B578454,Receipt,2270,PO00361,On Time"
"REC001818,2025-04-05,H009,MED082,B592239,Receipt,882,PO00361,On Time"
"REC001819,2025-04-05,H009,MED083,B425437,Receipt,955,PO00361,On Time"
"REC001820,2025-04-05,H009,MED086,B334196,Receipt,918,PO00361,On Time"
"REC001821,2025-04-05,H009,MED089,B963917,Receipt,901,PO00361,On Time"
"REC001822,2025-04-04,H009,MED008,B892908,Receipt,2244,PO00362,On Time"
"REC001823,2025-04-04,H009,MED063,B452365,Receipt,2229,PO00362,On Time"
"REC001824,2025-04-04,H009,MED069,B814647,Receipt,2177,PO00362,On Time"
"REC001825,2025-04-23,H009,MED011,B450067,Receipt,2286,PO00363,On Time"
"REC001826,2025-04-23,H009,MED013,B756030,Receipt,2241,PO00363,On Time"
"REC001827,2025-04-23,H009,MED015,B201158,Receipt,2238,PO00363,On Time"
"REC001828,2025-04-23,H009,MED046,B958950,Receipt,938,PO00363,On Time"
"REC001829,2025-04-23,H009,MED058,B507931,Receipt,907,PO00363,On Time"
"REC001830,2025-04-24,H009,MED012,B427069,Receipt,2336,PO00364,Delayed"
"REC001831,2025-04-24,H009,MED016,B973030,Receipt,2418,PO00364,Delayed"
"REC001832,2025-04-24,H009,MED024,B310048,Receipt,2266,PO00364,Delayed"
"REC001833,2025-04-24,H009,MED025,B821818,Receipt,329,PO00364,Delayed"
"REC001834,2025-04-24,H009,MED036,B893076,Receipt,957,PO00364,Delayed"
"REC001835,2025-04-24,H009,MED052,B114995,Receipt,891,PO00364,Delayed"
"REC001836,2025-04-21,H009,MED014,B345144,Receipt,2258,PO00365,On Time"
"REC001837,2025-04-21,H009,MED027,B915495,Receipt,917,PO00365,On Time"
"REC001838,2025-04-21,H009,MED044,B277718,Receipt,932,PO00365,On Time"
"REC001839,2025-04-21,H009,MED057,B811943,Receipt,930,PO00365,On Time"
"REC001840,2025-04-21,H009,MED076,B510834,Receipt,308,PO00365,On Time"
"REC001841,2025-04-21,H009,MED077,B897583,Receipt,314,PO00365,On Time"
"REC001842,2025-04-21,H009,MED080,B932583,Receipt,285,PO00365,On Time"
"REC001843,2025-04-21,H009,MED096,B746045,Receipt,332,PO00365,On Time"
"REC001844,2025-04-21,H009,MED099,B118074,Receipt,310,PO00365,On Time"
"REC001845,2025-05-05,H009,MED017,B903806,Receipt,2194,PO00366,On Time"
"REC001846,2025-05-05,H009,MED021,B735274,Receipt,329,PO00366,On Time"
"REC001847,2025-05-05,H009,MED029,B225829,Receipt,951,PO00366,On Time"
"REC001848,2025-05-05,H009,MED045,B591006,Receipt,907,PO00366,On Time"
"REC001849,2025-05-05,H009,MED048,B374336,Receipt,900,PO00366,On Time"
"REC001850,2025-05-05,H009,MED071,B876372,Receipt,311,PO00366,On Time"
"REC001851,2025-05-05,H009,MED075,B805356,Receipt,308,PO00366,On Time"
"REC001852,2025-05-05,H009,MED097,B568011,Receipt,310,PO00366,On Time"
"REC001853,2025-05-05,H009,MED100,B116061,Receipt,317,PO00366,On Time"
"REC001854,2025-05-02,H009,MED018,B388213,Receipt,2218,PO00367,On Time"
"REC001855,2025-05-02,H009,MED039,B700600,Receipt,860,PO00367,On Time"
"REC001856,2025-05-02,H009,MED054,B515466,Receipt,954,PO00367,On Time"
"REC001857,2025-05-02,H009,MED055,B621396,Receipt,941,PO00367,On Time"
"REC001858,2025-05-02,H009,MED059,B303561,Receipt,945,PO00367,On Time"
"REC001859,2025-05-02,H009,MED072,B395599,Receipt,280,PO00367,On Time"
"REC001860,2025-05-02,H009,MED073,B764846,Receipt,315,PO00367,On Time"
"REC001861,2025-05-02,H009,MED093,B537585,Receipt,279,PO00367,On Time"
"REC001862,2025-04-24,H009,MED019,B919253,Receipt,2216,PO00368,Delayed"
"REC001863,2025-04-24,H009,MED023,B307352,Receipt,299,PO00368,Delayed"
"REC001864,2025-04-24,H009,MED026,B750102,Receipt,916,PO00368,Delayed"
"REC001865,2025-04-24,H009,MED030,B722334,Receipt,880,PO00368,Delayed"
"REC001866,2025-04-24,H009,MED033,B436986,Receipt,883,PO00368,Delayed"
"REC001867,2025-04-24,H009,MED037,B545872,Receipt,859,PO00368,Delayed"
"REC001868,2025-04-24,H009,MED042,B908596,Receipt,907,PO00368,Delayed"
"REC001869,2025-04-24,H009,MED047,B685457,Receipt,850,PO00368,Delayed"
"REC001870,2025-04-24,H009,MED091,B938927,Receipt,326,PO00368,Delayed"
"REC001871,2025-04-24,H009,MED094,B441558,Receipt,279,PO00368,Delayed"
"REC001872,2025-04-28,H009,MED020,B795532,Receipt,2235,PO00369,On Time"
"REC001873,2025-04-28,H009,MED031,B967591,Receipt,895,PO00369,On Time"
"REC001874,2025-04-28,H009,MED078,B209373,Receipt,334,PO00369,On Time"
"REC001875,2025-04-28,H009,MED092,B297478,Receipt,317,PO00369,On Time"
"REC001876,2025-04-28,H009,MED098,B331182,Receipt,320,PO00369,On Time"
"REC001877,2025-04-25,H009,MED022,B149522,Receipt,317,PO00370,On Time"
"REC001878,2025-04-25,H009,MED035,B998035,Receipt,888,PO00370,On Time"
"REC001879,2025-04-25,H009,MED038,B799746,Receipt,974,PO00370,On Time"
"REC001880,2025-05-04,H009,MED028,B564462,Receipt,945,PO00371,On Time"
"REC001881,2025-05-04,H009,MED040,B529505,Receipt,912,PO00371,On Time"
"REC001882,2025-05-04,H009,MED043,B704056,Receipt,961,PO00371,On Time"
"REC001883,2025-05-04,H009,MED051,B808387,Receipt,906,PO00371,On Time"
"REC001884,2025-05-04,H009,MED053,B776479,Receipt,893,PO00371,On Time"
"REC001885,2025-05-12,H009,MED032,B921935,Receipt,886,PO00372,On Time"
"REC001886,2025-05-12,H009,MED034,B277826,Receipt,876,PO00372,On Time"
"REC001887,2025-05-12,H009,MED056,B798148,Receipt,888,PO00372,On Time"
"REC001888,2025-05-12,H009,MED074,B593960,Receipt,278,PO00372,On Time"
"REC001889,2025-05-12,H009,MED079,B966491,Receipt,336,PO00372,On Time"
"REC001890,2025-05-12,H009,MED095,B394067,Receipt,303,PO00372,On Time"
"REC001891,2025-04-23,H009,MED041,B839538,Receipt,935,PO00373,On Time"
"REC001892,2025-04-23,H009,MED049,B428821,Receipt,887,PO00373,On Time"
"REC001893,2025-04-23,H009,MED050,B812793,Receipt,860,PO00373,On Time"
"REC001894,2025-04-23,H009,MED060,B969446,Receipt,870,PO00373,On Time"
"REC001895,2025-04-04,H009,MED065,B378495,Receipt,2179,PO00374,On Time"
"REC001896,2025-04-04,H009,MED067,B800033,Receipt,2182,PO00374,On Time"
"REC001897,2025-04-04,H009,MED085,B112100,Receipt,846,PO00374,On Time"
"REC001898,2025-04-04,H009,MED088,B116279,Receipt,895,PO00374,On Time"
"REC001899,2025-04-07,H009,MED081,B181972,Receipt,878,PO00375,On Time"
"REC001900,2025-04-04,H009,MED084,B543066,Receipt,935,PO00376,On Time"
"REC001901,2025-04-05,H010,MED001,B478336,Receipt,2322,PO00377,On Time"
"REC001902,2025-04-05,H010,MED010,B367136,Receipt,2215,PO00377,On Time"
"REC001903,2025-04-05,H010,MED067,B453039,Receipt,2280,PO00377,On Time"
"REC001904,2025-04-05,H010,MED068,B409509,Receipt,2269,PO00377,On Time"
"REC001905,2025-04-05,H010,MED070,B139553,Receipt,2206,PO00377,On Time"
"REC001906,2025-04-05,H010,MED083,B838591,Receipt,960,PO00377,On Time"
"REC001907,2025-04-08,H010,MED002,B596005,Receipt,2254,PO00378,On Time"
"REC001908,2025-04-08,H010,MED009,B580441,Receipt,1891,PO00378,On Time"
"REC001909,2025-04-08,H010,MED064,B847567,Receipt,2345,PO00378,On Time"
"REC001910,2025-04-08,H010,MED082,B157062,Receipt,942,PO00378,On Time"
"REC001911,2025-04-08,H010,MED089,B452215,Receipt,906,PO00378,On Time"
"REC001912,2025-04-04,H010,MED003,B977042,Receipt,2299,PO00379,On Time"
"REC001913,2025-04-04,H010,MED004,B254455,Receipt,1874,PO00379,On Time"
"REC001914,2025-04-04,H010,MED084,B778525,Receipt,932,PO00379,On Time"
"REC001915,2025-04-04,H010,MED005,B527858,Receipt,2293,PO00380,On Time"
"REC001916,2025-04-04,H010,MED065,B448844,Receipt,2242,PO00380,On Time"
"REC001917,2025-04-04,H010,MED085,B851393,Receipt,849,PO00380,On Time"
"REC001918,2025-04-04,H010,MED090,B656119,Receipt,850,PO00380,On Time"
"REC001919,2025-04-07,H010,MED006,B835415,Receipt,2256,PO00381,On Time"
"REC001920,2025-04-07,H010,MED066,B663457,Receipt,2285,PO00381,On Time"
"REC001921,2025-04-04,H010,MED007,B328931,Receipt,2356,PO00382,On Time"
"REC001922,2025-04-04,H010,MED061,B933238,Receipt,2313,PO00382,On Time"
"REC001923,2025-04-04,H010,MED063,B735254,Receipt,2197,PO00382,On Time"
"REC001924,2025-04-04,H010,MED086,B497891,Receipt,910,PO00382,On Time"
"REC001925,2025-04-07,H010,MED008,B231379,Receipt,2287,PO00383,On Time"
"REC001926,2025-04-07,H010,MED062,B856079,Receipt,2226,PO00383,On Time"
"REC001927,2025-04-07,H010,MED069,B987081,Receipt,1946,PO00383,On Time"
"REC001928,2025-04-25,H010,MED011,B860177,Receipt,2248,PO00384,On Time"
"REC001929,2025-04-25,H010,MED017,B746275,Receipt,2284,PO00384,On Time"
"REC001930,2025-04-25,H010,MED034,B532829,Receipt,930,PO00384,On Time"
"REC001931,2025-04-25,H010,MED054,B674887,Receipt,889,PO00384,On Time"
"REC001932,2025-04-25,H010,MED056,B834595,Receipt,939,PO00384,On Time"
"REC001933,2025-04-25,H010,MED077,B899180,Receipt,311,PO00384,On Time"
"REC001934,2025-04-25,H010,MED079,B103969,Receipt,296,PO00384,On Time"
"REC001935,2025-04-25,H010,MED080,B623293,Receipt,349,PO00384,On Time"
"REC001936,2025-04-23,H010,MED012,B103358,Receipt,1749,PO00385,On Time"
"REC001937,2025-04-23,H010,MED047,B872332,Receipt,928,PO00385,On Time"
"REC001938,2025-04-23,H010,MED057,B590999,Receipt,925,PO00385,On Time"
"REC001939,2025-04-23,H010,MED096,B245281,Receipt,314,PO00385,On Time"
"REC001940,2025-04-23,H010,MED100,B421898,Receipt,329,PO00385,On Time"
"REC001941,2025-05-02,H010,MED013,B892130,Receipt,2265,PO00386,On Time"
"REC001942,2025-05-02,H010,MED030,B741480,Receipt,877,PO00386,On Time"
"REC001943,2025-05-02,H010,MED042,B124042,Receipt,863,PO00386,On Time"
"REC001944,2025-05-02,H010,MED049,B811238,Receipt,850,PO00386,On Time"
"REC001945,2025-05-02,H010,MED078,B492179,Receipt,321,PO00386,On Time"
"REC001946,2025-05-02,H010,MED099,B653380,Receipt,334,PO00386,On Time"
"REC001947,2025-05-12,H010,MED014,B338483,Receipt,2309,PO00387,On Time"
"REC001948,2025-05-12,H010,MED029,B897388,Receipt,824,PO00387,On Time"
"REC001949,2025-05-12,H010,MED044,B909340,Receipt,965,PO00387,On Time"
"REC001950,2025-05-12,H010,MED050,B336495,Receipt,953,PO00387,On Time"
"REC001951,2025-05-12,H010,MED052,B813156,Receipt,845,PO00387,On Time"
"REC001952,2025-05-12,H010,MED092,B292458,Receipt,311,PO00387,On Time"
"REC001953,2025-05-12,H010,MED094,B734151,Receipt,323,PO00387,On Time"
"REC001954,2025-05-07,H010,MED015,B644026,Receipt,2182,PO00388,Delayed"
"REC001955,2025-05-07,H010,MED018,B873720,Receipt,2164,PO00388,Delayed"
"REC001956,2025-05-07,H010,MED021,B778936,Receipt,325,PO00388,Delayed"
"REC001957,2025-05-07,H010,MED027,B963428,Receipt,944,PO00388,Delayed"
"REC001958,2025-05-07,H010,MED031,B601323,Receipt,920,PO00388,Delayed"
"REC001959,2025-05-07,H010,MED033,B699248,Receipt,906,PO00388,Delayed"
"REC001960,2025-05-07,H010,MED039,B517582,Receipt,858,PO00388,Delayed"
"REC001961,2025-05-07,H010,MED040,B785503,Receipt,900,PO00388,Delayed"
"REC001962,2025-05-07,H010,MED043,B961858,Receipt,936,PO00388,Delayed"
"REC001963,2025-05-07,H010,MED048,B824750,Receipt,877,PO00388,Delayed"
"REC001964,2025-05-07,H010,MED058,B507407,Receipt,848,PO00388,Delayed"
"REC001965,2025-04-21,H010,MED016,B931156,Receipt,1909,PO00389,On Time"
"REC001966,2025-04-21,H010,MED022,B397584,Receipt,293,PO00389,On Time"
"REC001967,2025-04-21,H010,MED036,B666510,Receipt,917,PO00389,On Time"
"REC001968,2025-04-21,H010,MED038,B768629,Receipt,831,PO00389,On Time"
"REC001969,2025-04-21,H010,MED053,B676515,Receipt,904,PO00389,On Time"
"REC001970,2025-04-21,H010,MED073,B815732,Receipt,327,PO00389,On Time"
"REC001971,2025-05-05,H010,MED019,B695376,Receipt,2206,PO00390,On Time"
"REC001972,2025-05-05,H010,MED020,B204188,Receipt,2181,PO00390,On Time"
"REC001973,2025-05-05,H010,MED025,B680086,Receipt,314,PO00390,On Time"
"REC001974,2025-05-05,H010,MED026,B591830,Receipt,974,PO00390,On Time"
"REC001975,2025-05-05,H010,MED032,B915864,Receipt,894,PO00390,On Time"
"REC001976,2025-05-05,H010,MED035,B702960,Receipt,912,PO00390,On Time"
"REC001977,2025-05-05,H010,MED045,B793023,Receipt,941,PO00390,On Time"
"REC001978,2025-05-05,H010,MED060,B178537,Receipt,913,PO00390,On Time"
"REC001979,2025-05-05,H010,MED072,B509740,Receipt,352,PO00390,On Time"
"REC001980,2025-05-05,H010,MED075,B909359,Receipt,346,PO00390,On Time"
"REC001981,2025-05-05,H010,MED076,B330780,Receipt,290,PO00390,On Time"
"REC001982,2025-04-23,H010,MED023,B780465,Receipt,343,PO00391,On Time"
"REC001983,2025-04-23,H010,MED028,B102866,Receipt,916,PO00391,On Time"
"REC001984,2025-04-23,H010,MED046,B802461,Receipt,892,PO00391,On Time"
"REC001985,2025-04-23,H010,MED071,B655710,Receipt,334,PO00391,On Time"
"REC001986,2025-04-23,H010,MED097,B214456,Receipt,353,PO00391,On Time"
"REC001987,2025-04-23,H010,MED098,B482688,Receipt,300,PO00391,On Time"
"REC001988,2025-04-23,H010,MED024,B929378,Receipt,2221,PO00392,On Time"
"REC001989,2025-04-23,H010,MED093,B975206,Receipt,321,PO00392,On Time"
"REC001990,2025-04-23,H010,MED095,B804706,Receipt,294,PO00392,On Time"
"REC001991,2025-04-23,H010,MED037,B149420,Receipt,876,PO00393,On Time"
"REC001992,2025-04-23,H010,MED074,B194837,Receipt,303,PO00393,On Time"
"REC001993,2025-04-28,H010,MED041,B553510,Receipt,928,PO00394,On Time"
"REC001994,2025-04-28,H010,MED051,B247878,Receipt,874,PO00394,On Time"
"REC001995,2025-04-28,H010,MED055,B434199,Receipt,890,PO00394,On Time"
"REC001996,2025-04-28,H010,MED059,B345984,Receipt,916,PO00394,On Time"
"REC001997,2025-04-28,H010,MED091,B474169,Receipt,327,PO00394,On Time"
"REC001998,2025-04-05,H010,MED081,B970261,Receipt,870,PO00395,On Time"
"REC001999,2025-04-04,H010,MED087,B831576,Receipt,902,PO00396,On Time"
"REC002000,2025-04-04,H010,MED088,B122337,Receipt,883,PO00396,On Time"
"REC002001,2025-07-07,H001,MED001,B210268,Receipt,2393,PO00397,On Time"
"REC002002,2025-07-07,H001,MED010,B877089,Receipt,2235,PO00397,On Time"
"REC002003,2025-07-07,H001,MED084,B834965,Receipt,944,PO00397,On Time"
"REC002004,2025-07-04,H001,MED002,B187498,Receipt,2166,PO00398,On Time"
"REC002005,2025-07-04,H001,MED063,B118070,Receipt,2216,PO00398,On Time"
"REC002006,2025-07-04,H001,MED068,B766326,Receipt,2268,PO00398,On Time"
"REC002007,2025-07-04,H001,MED083,B555968,Receipt,908,PO00398,On Time"
"REC002008,2025-07-04,H001,MED085,B472370,Receipt,939,PO00398,On Time"
"REC002009,2025-07-08,H001,MED003,B429365,Receipt,2382,PO00399,On Time"
"REC002010,2025-07-08,H001,MED088,B990123,Receipt,947,PO00399,On Time"
"REC002011,2025-07-04,H001,MED004,B203355,Receipt,2262,PO00400,On Time"
"REC002012,2025-07-04,H001,MED007,B691723,Receipt,2282,PO00400,On Time"
"REC002013,2025-07-04,H001,MED008,B665894,Receipt,2246,PO00400,On Time"
"REC002014,2025-07-04,H001,MED082,B406063,Receipt,926,PO00400,On Time"
"REC002015,2025-07-04,H001,MED090,B979090,Receipt,919,PO00400,On Time"
"REC002016,2025-07-04,H001,MED005,B358795,Receipt,2216,PO00401,On Time"
"REC002017,2025-07-04,H001,MED006,B249503,Receipt,2233,PO00401,On Time"
"REC002018,2025-07-04,H001,MED061,B218015,Receipt,2218,PO00401,On Time"
"REC002019,2025-07-04,H001,MED062,B465890,Receipt,2288,PO00401,On Time"
"REC002020,2025-07-04,H001,MED089,B251836,Receipt,843,PO00401,On Time"
"REC002021,2025-07-04,H001,MED009,B339931,Receipt,2269,PO00402,On Time"
"REC002022,2025-07-04,H001,MED064,B258823,Receipt,2222,PO00402,On Time"
"REC002023,2025-07-04,H001,MED069,B805660,Receipt,2205,PO00402,On Time"
"REC002024,2025-07-04,H001,MED081,B547556,Receipt,899,PO00402,On Time"
"REC002025,2025-07-23,H001,MED011,B996942,Receipt,2338,PO00403,On Time"
"REC002026,2025-07-23,H001,MED013,B371836,Receipt,2276,PO00403,On Time"
"REC002027,2025-07-23,H001,MED031,B388249,Receipt,940,PO00403,On Time"
"REC002028,2025-07-23,H001,MED033,B890180,Receipt,927,PO00403,On Time"
"REC002029,2025-07-23,H001,MED042,B418394,Receipt,938,PO00403,On Time"
"REC002030,2025-07-23,H001,MED049,B768234,Receipt,877,PO00403,On Time"
"REC002031,2025-07-23,H001,MED056,B469599,Receipt,850,PO00403,On Time"
"REC002032,2025-07-23,H001,MED078,B120056,Receipt,299,PO00403,On Time"
"REC002033,2025-07-23,H001,MED079,B765022,Receipt,364,PO00403,On Time"
"REC002034,2025-07-23,H001,MED096,B844086,Receipt,320,PO00403,On Time"
"REC002035,2025-07-23,H001,MED012,B905889,Receipt,2336,PO00404,On Time"
"REC002036,2025-07-23,H001,MED018,B476896,Receipt,1570,PO00404,On Time"
"REC002037,2025-07-23,H001,MED038,B937291,Receipt,915,PO00404,On Time"
"REC002038,2025-07-23,H001,MED048,B690978,Receipt,871,PO00404,On Time"
"REC002039,2025-07-23,H001,MED072,B711523,Receipt,308,PO00404,On Time"
"REC002040,2025-07-23,H001,MED073,B311810,Receipt,329,PO00404,On Time"
"REC002041,2025-08-03,H001,MED014,B323165,Receipt,2298,PO00405,On Time"
"REC002042,2025-08-03,H001,MED019,B236330,Receipt,2166,PO00405,On Time"
"REC002043,2025-08-03,H001,MED020,B234633,Receipt,2181,PO00405,On Time"
"REC002044,2025-08-03,H001,MED023,B301664,Receipt,313,PO00405,On Time"
"REC002045,2025-08-03,H001,MED037,B998613,Receipt,940,PO00405,On Time"
"REC002046,2025-08-03,H001,MED044,B373255,Receipt,958,PO00405,On Time"
"REC002047,2025-08-03,H001,MED060,B559451,Receipt,972,PO00405,On Time"
"REC002048,2025-08-03,H001,MED075,B727769,Receipt,310,PO00405,On Time"
"REC002049,2025-07-28,H001,MED015,B453531,Receipt,1918,PO00406,On Time"
"REC002050,2025-07-28,H001,MED017,B532315,Receipt,2271,PO00406,On Time"
"REC002051,2025-07-28,H001,MED028,B264899,Receipt,927,PO00406,On Time"
"REC002052,2025-07-28,H001,MED029,B515515,Receipt,904,PO00406,On Time"
"REC002053,2025-07-28,H001,MED041,B710490,Receipt,917,PO00406,On Time"
"REC002054,2025-07-28,H001,MED053,B710704,Receipt,1050,PO00406,On Time"
"REC002055,2025-07-28,H001,MED077,B850201,Receipt,302,PO00406,On Time"
"REC002056,2025-07-28,H001,MED094,B930857,Receipt,313,PO00406,On Time"
"REC002057,2025-07-28,H001,MED095,B969474,Receipt,322,PO00406,On Time"
"REC002058,2025-07-21,H001,MED016,B567281,Receipt,2238,PO00407,On Time"
"REC002059,2025-07-21,H001,MED050,B757917,Receipt,831,PO00407,On Time"
"REC002060,2025-07-21,H001,MED057,B727234,Receipt,936,PO00407,On Time"
"REC002061,2025-07-21,H001,MED098,B734736,Receipt,287,PO00407,On Time"
"REC002062,2025-08-11,H001,MED021,B130535,Receipt,303,PO00408,On Time"
"REC002063,2025-08-11,H001,MED043,B314835,Receipt,900,PO00408,On Time"
"REC002064,2025-08-11,H001,MED058,B405628,Receipt,904,PO00408,On Time"
"REC002065,2025-08-11,H001,MED071,B213632,Receipt,318,PO00408,On Time"
"REC002066,2025-08-11,H001,MED074,B970045,Receipt,325,PO00408,On Time"
"REC002067,2025-07-23,H001,MED022,B747972,Receipt,333,PO00409,On Time"
"REC002068,2025-07-23,H001,MED055,B250810,Receipt,873,PO00409,On Time"
"REC002069,2025-07-23,H001,MED097,B695468,Receipt,325,PO00409,On Time"
"REC002070,2025-07-23,H001,MED024,B723094,Receipt,2343,PO00410,On Time"
"REC002071,2025-07-23,H001,MED026,B872838,Receipt,894,PO00410,On Time"
"REC002072,2025-07-23,H001,MED030,B981691,Receipt,894,PO00410,On Time"
"REC002073,2025-07-23,H001,MED036,B840976,Receipt,935,PO00410,On Time"
"REC002074,2025-07-23,H001,MED039,B481050,Receipt,926,PO00410,On Time"
"REC002075,2025-07-23,H001,MED046,B473616,Receipt,904,PO00410,On Time"
"REC002076,2025-07-23,H001,MED052,B138467,Receipt,897,PO00410,On Time"
"REC002077,2025-07-23,H001,MED059,B920260,Receipt,913,PO00410,On Time"
"REC002078,2025-07-25,H001,MED025,B318126,Receipt,298,PO00411,On Time"
"REC002079,2025-07-25,H001,MED032,B554589,Receipt,936,PO00411,On Time"
"REC002080,2025-08-04,H001,MED027,B835716,Receipt,870,PO00412,On Time"
"REC002081,2025-08-04,H001,MED040,B713333,Receipt,913,PO00412,On Time"
"REC002082,2025-08-04,H001,MED045,B654594,Receipt,920,PO00412,On Time"
"REC002083,2025-08-04,H001,MED080,B612153,Receipt,329,PO00412,On Time"
"REC002084,2025-08-04,H001,MED091,B712956,Receipt,323,PO00412,On Time"
"REC002085,2025-08-04,H001,MED092,B906790,Receipt,332,PO00412,On Time"
"REC002086,2025-08-04,H001,MED093,B231484,Receipt,313,PO00412,On Time"
"REC002087,2025-08-01,H001,MED034,B979989,Receipt,863,PO00413,On Time"
"REC002088,2025-08-01,H001,MED035,B314283,Receipt,852,PO00413,On Time"
"REC002089,2025-08-01,H001,MED047,B391999,Receipt,949,PO00413,On Time"
"REC002090,2025-08-01,H001,MED051,B177505,Receipt,920,PO00413,On Time"
"REC002091,2025-08-01,H001,MED054,B500109,Receipt,891,PO00413,On Time"
"REC002092,2025-08-01,H001,MED076,B283062,Receipt,296,PO00413,On Time"
"REC002093,2025-08-01,H001,MED099,B664242,Receipt,285,PO00413,On Time"
"REC002094,2025-08-01,H001,MED100,B825256,Receipt,300,PO00413,On Time"
"REC002095,2025-07-07,H001,MED065,B542905,Receipt,2294,PO00414,On Time"
"REC002096,2025-07-07,H001,MED066,B997059,Receipt,2348,PO00414,On Time"
"REC002097,2025-07-07,H001,MED067,B584299,Receipt,2247,PO00414,On Time"
"REC002098,2025-07-07,H001,MED086,B651951,Receipt,947,PO00414,On Time"
"REC002099,2025-07-05,H001,MED070,B170313,Receipt,2292,PO00415,On Time"
"REC002100,2025-07-05,H001,MED087,B291962,Receipt,905,PO00416,On Time"
"REC002101,2025-07-07,H002,MED001,B940530,Receipt,2240,PO00417,On Time"
"REC002102,2025-07-07,H002,MED061,B699991,Receipt,2348,PO00417,On Time"
"REC002103,2025-07-07,H002,MED065,B784106,Receipt,2324,PO00417,On Time"
