"ConsumptionID,Date,HospitalID,ProductID,QuantityConsumed"
"CON230242,2025-08-20,H009,MED042,12"
"CON230243,2025-08-20,H009,MED043,6"
"CON230244,2025-08-20,H009,MED044,9"
"CON230245,2025-08-20,H009,MED045,8"
"CON230246,2025-08-20,H009,MED046,11"
"CON230247,2025-08-20,H009,MED047,8"
"CON230248,2025-08-20,H009,MED048,6"
"CON230249,2025-08-20,H009,MED049,6"
"CON230250,2025-08-20,H009,MED050,14"
"CON230251,2025-08-20,H009,MED051,14"
"CON230252,2025-08-20,H009,MED052,7"
"CON230253,2025-08-20,H009,MED053,6"
"CON230254,2025-08-20,H009,MED054,8"
"CON230255,2025-08-20,H009,MED055,6"
"CON230256,2025-08-20,H009,MED056,9"
"CON230257,2025-08-20,H009,MED057,13"
"CON230258,2025-08-20,H009,MED058,15"
"CON230259,2025-08-20,H009,MED059,14"
"CON230260,2025-08-20,H009,MED060,12"
"CON230261,2025-08-20,H009,MED061,20"
"CON230262,2025-08-20,H009,MED062,17"
"CON230263,2025-08-20,H009,MED063,33"
"CON230264,2025-08-20,H009,MED064,20"
"CON230265,2025-08-20,H009,MED065,24"
"CON230266,2025-08-20,H009,MED066,22"
"CON230267,2025-08-20,H009,MED067,23"
"CON230268,2025-08-20,H009,MED068,26"
"CON230269,2025-08-20,H009,MED069,29"
"CON230270,2025-08-20,H009,MED070,33"
"CON230271,2025-08-20,H009,MED071,2"
"CON230272,2025-08-20,H009,MED072,5"
"CON230273,2025-08-20,H009,MED073,3"
"CON230274,2025-08-20,H009,MED074,6"
"CON230275,2025-08-20,H009,MED075,1"
"CON230276,2025-08-20,H009,MED076,5"
"CON230277,2025-08-20,H009,MED077,5"
"CON230278,2025-08-20,H009,MED078,1"
"CON230279,2025-08-20,H009,MED079,2"
"CON230280,2025-08-20,H009,MED080,1"
"CON230281,2025-08-20,H009,MED081,8"
"CON230282,2025-08-20,H009,MED082,12"
"CON230283,2025-08-20,H009,MED083,10"
"CON230284,2025-08-20,H009,MED084,14"
"CON230285,2025-08-20,H009,MED085,10"
"CON230286,2025-08-20,H009,MED086,14"
"CON230287,2025-08-20,H009,MED087,13"
"CON230288,2025-08-20,H009,MED088,10"
"CON230289,2025-08-20,H009,MED089,5"
"CON230290,2025-08-20,H009,MED090,10"
"CON230291,2025-08-20,H009,MED091,6"
"CON230292,2025-08-20,H009,MED092,1"
"CON230293,2025-08-20,H009,MED093,1"
"CON230294,2025-08-20,H009,MED094,3"
"CON230295,2025-08-20,H009,MED095,6"
"CON230296,2025-08-20,H009,MED096,5"
"CON230297,2025-08-20,H009,MED097,6"
"CON230298,2025-08-20,H009,MED098,4"
"CON230299,2025-08-20,H009,MED099,2"
"CON230300,2025-08-20,H009,MED100,6"
"CON230301,2025-08-20,H010,MED001,32"
"CON230302,2025-08-20,H010,MED002,27"
"CON230303,2025-08-20,H010,MED003,30"
"CON230304,2025-08-20,H010,MED004,18"
"CON230305,2025-08-20,H010,MED005,34"
"CON230306,2025-08-20,H010,MED006,32"
"CON230307,2025-08-20,H010,MED007,26"
"CON230308,2025-08-20,H010,MED008,17"
"CON230309,2025-08-20,H010,MED009,20"
"CON230310,2025-08-20,H010,MED010,26"
"CON230311,2025-08-20,H010,MED011,19"
"CON230312,2025-08-20,H010,MED012,20"
"CON230313,2025-08-20,H010,MED013,26"
"CON230314,2025-08-20,H010,MED014,18"
"CON230315,2025-08-20,H010,MED015,33"
"CON230316,2025-08-20,H010,MED016,23"
"CON230317,2025-08-20,H010,MED017,15"
"CON230318,2025-08-20,H010,MED018,28"
"CON230319,2025-08-20,H010,MED019,21"
"CON230320,2025-08-20,H010,MED020,22"
"CON230321,2025-08-20,H010,MED021,2"
"CON230322,2025-08-20,H010,MED022,6"
"CON230323,2025-08-20,H010,MED023,3"
"CON230324,2025-08-20,H010,MED024,29"
"CON230325,2025-08-20,H010,MED025,4"
"CON230326,2025-08-20,H010,MED026,5"
"CON230327,2025-08-20,H010,MED027,13"
"CON230328,2025-08-20,H010,MED028,13"
"CON230329,2025-08-20,H010,MED029,5"
"CON230330,2025-08-20,H010,MED030,8"
"CON230331,2025-08-20,H010,MED031,6"
"CON230332,2025-08-20,H010,MED032,12"
"CON230333,2025-08-20,H010,MED033,15"
"CON230334,2025-08-20,H010,MED034,15"
"CON230335,2025-08-20,H010,MED035,13"
"CON230336,2025-08-20,H010,MED036,6"
"CON230337,2025-08-20,H010,MED037,8"
"CON230338,2025-08-20,H010,MED038,5"
"CON230339,2025-08-20,H010,MED039,10"
"CON230340,2025-08-20,H010,MED040,14"
"CON230341,2025-08-20,H010,MED041,6"
"CON230342,2025-08-20,H010,MED042,11"
"CON230343,2025-08-20,H010,MED043,13"
"CON230344,2025-08-20,H010,MED044,6"
"CON230345,2025-08-20,H010,MED045,5"
"CON230346,2025-08-20,H010,MED046,12"
"CON230347,2025-08-20,H010,MED047,5"
"CON230348,2025-08-20,H010,MED048,5"
"CON230349,2025-08-20,H010,MED049,6"
"CON230350,2025-08-20,H010,MED050,13"
"CON230351,2025-08-20,H010,MED051,10"
"CON230352,2025-08-20,H010,MED052,15"
"CON230353,2025-08-20,H010,MED053,12"
"CON230354,2025-08-20,H010,MED054,7"
"CON230355,2025-08-20,H010,MED055,15"
"CON230356,2025-08-20,H010,MED056,12"
"CON230357,2025-08-20,H010,MED057,7"
"CON230358,2025-08-20,H010,MED058,15"
"CON230359,2025-08-20,H010,MED059,14"
"CON230360,2025-08-20,H010,MED060,12"
"CON230361,2025-08-20,H010,MED061,25"
"CON230362,2025-08-20,H010,MED062,22"
"CON230363,2025-08-20,H010,MED063,23"
"CON230364,2025-08-20,H010,MED064,32"
"CON230365,2025-08-20,H010,MED065,23"
"CON230366,2025-08-20,H010,MED066,18"
"CON230367,2025-08-20,H010,MED067,31"
"CON230368,2025-08-20,H010,MED068,26"
"CON230369,2025-08-20,H010,MED069,35"
"CON230370,2025-08-20,H010,MED070,16"
"CON230371,2025-08-20,H010,MED071,6"
"CON230372,2025-08-20,H010,MED072,6"
"CON230373,2025-08-20,H010,MED073,2"
"CON230374,2025-08-20,H010,MED074,2"
"CON230375,2025-08-20,H010,MED075,3"
"CON230376,2025-08-20,H010,MED076,2"
"CON230377,2025-08-20,H010,MED077,6"
"CON230378,2025-08-20,H010,MED078,5"
"CON230379,2025-08-20,H010,MED079,6"
"CON230380,2025-08-20,H010,MED080,4"
"CON230381,2025-08-20,H010,MED081,6"
"CON230382,2025-08-20,H010,MED082,8"
"CON230383,2025-08-20,H010,MED083,8"
"CON230384,2025-08-20,H010,MED084,14"
"CON230385,2025-08-20,H010,MED085,8"
"CON230386,2025-08-20,H010,MED086,10"
"CON230387,2025-08-20,H010,MED087,10"
"CON230388,2025-08-20,H010,MED088,5"
"CON230389,2025-08-20,H010,MED089,8"
"CON230390,2025-08-20,H010,MED090,8"
"CON230391,2025-08-20,H010,MED091,5"
"CON230392,2025-08-20,H010,MED092,4"
"CON230393,2025-08-20,H010,MED093,5"
"CON230394,2025-08-20,H010,MED094,2"
"CON230395,2025-08-20,H010,MED095,2"
"CON230396,2025-08-20,H010,MED096,2"
"CON230397,2025-08-20,H010,MED097,5"
"CON230398,2025-08-20,H010,MED098,3"
"CON230399,2025-08-20,H010,MED099,1"
"CON230400,2025-08-20,H010,MED100,3"
"CON230401,2025-08-21,H001,MED001,18"
"CON230402,2025-08-21,H001,MED002,26"
"CON230403,2025-08-21,H001,MED003,20"
"CON230404,2025-08-21,H001,MED004,24"
"CON230405,2025-08-21,H001,MED005,27"
"CON230406,2025-08-21,H001,MED006,26"
"CON230407,2025-08-21,H001,MED007,34"
"CON230408,2025-08-21,H001,MED008,34"
"CON230409,2025-08-21,H001,MED009,22"
"CON230410,2025-08-21,H001,MED010,17"
"CON230411,2025-08-21,H001,MED011,19"
"CON230412,2025-08-21,H001,MED012,29"
"CON230413,2025-08-21,H001,MED013,28"
"CON230414,2025-08-21,H001,MED014,17"
"CON230415,2025-08-21,H001,MED015,24"
"CON230416,2025-08-21,H001,MED016,24"
"CON230417,2025-08-21,H001,MED017,23"
"CON230418,2025-08-21,H001,MED018,28"
"CON230419,2025-08-21,H001,MED019,26"
"CON230420,2025-08-21,H001,MED020,29"
"CON230421,2025-08-21,H001,MED021,4"
"CON230422,2025-08-21,H001,MED022,5"
"CON230423,2025-08-21,H001,MED023,2"
"CON230424,2025-08-21,H001,MED024,30"
"CON230425,2025-08-21,H001,MED025,4"
"CON230426,2025-08-21,H001,MED026,6"
"CON230427,2025-08-21,H001,MED027,10"
"CON230428,2025-08-21,H001,MED028,5"
"CON230429,2025-08-21,H001,MED029,15"
"CON230430,2025-08-21,H001,MED030,7"
"CON230431,2025-08-21,H001,MED031,8"
"CON230432,2025-08-21,H001,MED032,9"
"CON230433,2025-08-21,H001,MED033,13"
"CON230434,2025-08-21,H001,MED034,11"
"CON230435,2025-08-21,H001,MED035,13"
"CON230436,2025-08-21,H001,MED036,10"
"CON230437,2025-08-21,H001,MED037,5"
"CON230438,2025-08-21,H001,MED038,8"
"CON230439,2025-08-21,H001,MED039,10"
"CON230440,2025-08-21,H001,MED040,5"
"CON230441,2025-08-21,H001,MED041,13"
"CON230442,2025-08-21,H001,MED042,5"
"CON230443,2025-08-21,H001,MED043,14"
"CON230444,2025-08-21,H001,MED044,14"
"CON230445,2025-08-21,H001,MED045,12"
"CON230446,2025-08-21,H001,MED046,9"
"CON230447,2025-08-21,H001,MED047,15"
"CON230448,2025-08-21,H001,MED048,7"
"CON230449,2025-08-21,H001,MED049,7"
"CON230450,2025-08-21,H001,MED050,13"
"CON230451,2025-08-21,H001,MED051,6"
"CON230452,2025-08-21,H001,MED052,13"
"CON230453,2025-08-21,H001,MED053,10"
"CON230454,2025-08-21,H001,MED054,5"
"CON230455,2025-08-21,H001,MED055,13"
"CON230456,2025-08-21,H001,MED056,6"
"CON230457,2025-08-21,H001,MED057,12"
"CON230458,2025-08-21,H001,MED058,12"
"CON230459,2025-08-21,H001,MED059,15"
"CON230460,2025-08-21,H001,MED060,14"
"CON230461,2025-08-21,H001,MED061,29"
"CON230462,2025-08-21,H001,MED062,17"
"CON230463,2025-08-21,H001,MED063,19"
"CON230464,2025-08-21,H001,MED064,34"
"CON230465,2025-08-21,H001,MED065,15"
"CON230466,2025-08-21,H001,MED066,26"
"CON230467,2025-08-21,H001,MED067,24"
"CON230468,2025-08-21,H001,MED068,24"
"CON230469,2025-08-21,H001,MED069,18"
"CON230470,2025-08-21,H001,MED070,27"
"CON230471,2025-08-21,H001,MED071,6"
"CON230472,2025-08-21,H001,MED072,4"
"CON230473,2025-08-21,H001,MED073,4"
"CON230474,2025-08-21,H001,MED074,4"
"CON230475,2025-08-21,H001,MED075,6"
"CON230476,2025-08-21,H001,MED076,1"
"CON230477,2025-08-21,H001,MED077,1"
"CON230478,2025-08-21,H001,MED078,4"
"CON230479,2025-08-21,H001,MED079,4"
"CON230480,2025-08-21,H001,MED080,3"
"CON230481,2025-08-21,H001,MED081,5"
"CON230482,2025-08-21,H001,MED082,15"
"CON230483,2025-08-21,H001,MED083,8"
"CON230484,2025-08-21,H001,MED084,13"
"CON230485,2025-08-21,H001,MED085,13"
"CON230486,2025-08-21,H001,MED086,14"
"CON230487,2025-08-21,H001,MED087,9"
"CON230488,2025-08-21,H001,MED088,9"
"CON230489,2025-08-21,H001,MED089,8"
"CON230490,2025-08-21,H001,MED090,13"
"CON230491,2025-08-21,H001,MED091,6"
"CON230492,2025-08-21,H001,MED092,4"
"CON230493,2025-08-21,H001,MED093,3"
"CON230494,2025-08-21,H001,MED094,3"
"CON230495,2025-08-21,H001,MED095,2"
"CON230496,2025-08-21,H001,MED096,2"
"CON230497,2025-08-21,H001,MED097,3"
"CON230498,2025-08-21,H001,MED098,2"
"CON230499,2025-08-21,H001,MED099,6"
"CON230500,2025-08-21,H001,MED100,5"
"CON230501,2025-08-21,H002,MED001,27"
"CON230502,2025-08-21,H002,MED002,16"
"CON230503,2025-08-21,H002,MED003,16"
"CON230504,2025-08-21,H002,MED004,25"
"CON230505,2025-08-21,H002,MED005,16"
"CON230506,2025-08-21,H002,MED006,33"
"CON230507,2025-08-21,H002,MED007,35"
"CON230508,2025-08-21,H002,MED008,15"
"CON230509,2025-08-21,H002,MED009,15"
"CON230510,2025-08-21,H002,MED010,15"
"CON230511,2025-08-21,H002,MED011,24"
"CON230512,2025-08-21,H002,MED012,32"
"CON230513,2025-08-21,H002,MED013,23"
"CON230514,2025-08-21,H002,MED014,21"
"CON230515,2025-08-21,H002,MED015,22"
"CON230516,2025-08-21,H002,MED016,31"
"CON230517,2025-08-21,H002,MED017,31"
"CON230518,2025-08-21,H002,MED018,30"
"CON230519,2025-08-21,H002,MED019,33"
"CON230520,2025-08-21,H002,MED020,28"
"CON230521,2025-08-21,H002,MED021,3"
"CON230522,2025-08-21,H002,MED022,6"
"CON230523,2025-08-21,H002,MED023,5"
"CON230524,2025-08-21,H002,MED024,16"
"CON230525,2025-08-21,H002,MED025,2"
"CON230526,2025-08-21,H002,MED026,11"
"CON230527,2025-08-21,H002,MED027,6"
"CON230528,2025-08-21,H002,MED028,9"
"CON230529,2025-08-21,H002,MED029,9"
"CON230530,2025-08-21,H002,MED030,12"
"CON230531,2025-08-21,H002,MED031,13"
"CON230532,2025-08-21,H002,MED032,5"
"CON230533,2025-08-21,H002,MED033,7"
"CON230534,2025-08-21,H002,MED034,5"
"CON230535,2025-08-21,H002,MED035,11"
"CON230536,2025-08-21,H002,MED036,7"
"CON230537,2025-08-21,H002,MED037,8"
"CON230538,2025-08-21,H002,MED038,7"
"CON230539,2025-08-21,H002,MED039,7"
"CON230540,2025-08-21,H002,MED040,9"
"CON230541,2025-08-21,H002,MED041,6"
"CON230542,2025-08-21,H002,MED042,11"
"CON230543,2025-08-21,H002,MED043,5"
"CON230544,2025-08-21,H002,MED044,12"
"CON230545,2025-08-21,H002,MED045,15"
"CON230546,2025-08-21,H002,MED046,9"
"CON230547,2025-08-21,H002,MED047,9"
"CON230548,2025-08-21,H002,MED048,9"
"CON230549,2025-08-21,H002,MED049,7"
"CON230550,2025-08-21,H002,MED050,9"
"CON230551,2025-08-21,H002,MED051,7"
"CON230552,2025-08-21,H002,MED052,13"
"CON230553,2025-08-21,H002,MED053,10"
"CON230554,2025-08-21,H002,MED054,11"
"CON230555,2025-08-21,H002,MED055,12"
"CON230556,2025-08-21,H002,MED056,12"
"CON230557,2025-08-21,H002,MED057,11"
"CON230558,2025-08-21,H002,MED058,13"
"CON230559,2025-08-21,H002,MED059,12"
"CON230560,2025-08-21,H002,MED060,14"
"CON230561,2025-08-21,H002,MED061,19"
"CON230562,2025-08-21,H002,MED062,22"
"CON230563,2025-08-21,H002,MED063,15"
"CON230564,2025-08-21,H002,MED064,25"
"CON230565,2025-08-21,H002,MED065,28"
"CON230566,2025-08-21,H002,MED066,21"
"CON230567,2025-08-21,H002,MED067,17"
"CON230568,2025-08-21,H002,MED068,33"
"CON230569,2025-08-21,H002,MED069,29"
"CON230570,2025-08-21,H002,MED070,19"
"CON230571,2025-08-21,H002,MED071,4"
"CON230572,2025-08-21,H002,MED072,3"
"CON230573,2025-08-21,H002,MED073,6"
"CON230574,2025-08-21,H002,MED074,3"
"CON230575,2025-08-21,H002,MED075,5"
"CON230576,2025-08-21,H002,MED076,4"
"CON230577,2025-08-21,H002,MED077,5"
"CON230578,2025-08-21,H002,MED078,2"
"CON230579,2025-08-21,H002,MED079,5"
"CON230580,2025-08-21,H002,MED080,1"
"CON230581,2025-08-21,H002,MED081,13"
"CON230582,2025-08-21,H002,MED082,12"
"CON230583,2025-08-21,H002,MED083,13"
"CON230584,2025-08-21,H002,MED084,8"
"CON230585,2025-08-21,H002,MED085,11"
"CON230586,2025-08-21,H002,MED086,12"
"CON230587,2025-08-21,H002,MED087,5"
"CON230588,2025-08-21,H002,MED088,7"
"CON230589,2025-08-21,H002,MED089,11"
"CON230590,2025-08-21,H002,MED090,11"
"CON230591,2025-08-21,H002,MED091,1"
"CON230592,2025-08-21,H002,MED092,4"
"CON230593,2025-08-21,H002,MED093,2"
"CON230594,2025-08-21,H002,MED094,1"
"CON230595,2025-08-21,H002,MED095,5"
"CON230596,2025-08-21,H002,MED096,1"
"CON230597,2025-08-21,H002,MED097,3"
"CON230598,2025-08-21,H002,MED098,1"
"CON230599,2025-08-21,H002,MED099,4"
"CON230600,2025-08-21,H002,MED100,4"
"CON230601,2025-08-21,H003,MED001,17"
"CON230602,2025-08-21,H003,MED002,21"
"CON230603,2025-08-21,H003,MED003,32"
"CON230604,2025-08-21,H003,MED004,30"
"CON230605,2025-08-21,H003,MED005,22"
"CON230606,2025-08-21,H003,MED006,27"
"CON230607,2025-08-21,H003,MED007,20"
"CON230608,2025-08-21,H003,MED008,19"
"CON230609,2025-08-21,H003,MED009,29"
"CON230610,2025-08-21,H003,MED010,15"
"CON230611,2025-08-21,H003,MED011,25"
"CON230612,2025-08-21,H003,MED012,34"
"CON230613,2025-08-21,H003,MED013,35"
"CON230614,2025-08-21,H003,MED014,16"
"CON230615,2025-08-21,H003,MED015,29"
"CON230616,2025-08-21,H003,MED016,34"
"CON230617,2025-08-21,H003,MED017,23"
"CON230618,2025-08-21,H003,MED018,17"
"CON230619,2025-08-21,H003,MED019,22"
"CON230620,2025-08-21,H003,MED020,21"
"CON230621,2025-08-21,H003,MED021,2"
"CON230622,2025-08-21,H003,MED022,6"
"CON230623,2025-08-21,H003,MED023,3"
"CON230624,2025-08-21,H003,MED024,18"
"CON230625,2025-08-21,H003,MED025,4"
"CON230626,2025-08-21,H003,MED026,14"
"CON230627,2025-08-21,H003,MED027,10"
"CON230628,2025-08-21,H003,MED028,15"
"CON230629,2025-08-21,H003,MED029,5"
"CON230630,2025-08-21,H003,MED030,12"
"CON230631,2025-08-21,H003,MED031,11"
"CON230632,2025-08-21,H003,MED032,11"
"CON230633,2025-08-21,H003,MED033,11"
"CON230634,2025-08-21,H003,MED034,12"
"CON230635,2025-08-21,H003,MED035,12"
"CON230636,2025-08-21,H003,MED036,5"
"CON230637,2025-08-21,H003,MED037,12"
"CON230638,2025-08-21,H003,MED038,6"
"CON230639,2025-08-21,H003,MED039,5"
"CON230640,2025-08-21,H003,MED040,14"
"CON230641,2025-08-21,H003,MED041,13"
"CON230642,2025-08-21,H003,MED042,7"
"CON230643,2025-08-21,H003,MED043,10"
"CON230644,2025-08-21,H003,MED044,6"
"CON230645,2025-08-21,H003,MED045,6"
"CON230646,2025-08-21,H003,MED046,11"
"CON230647,2025-08-21,H003,MED047,10"
"CON230648,2025-08-21,H003,MED048,8"
"CON230649,2025-08-21,H003,MED049,11"
"CON230650,2025-08-21,H003,MED050,11"
"CON230651,2025-08-21,H003,MED051,6"
"CON230652,2025-08-21,H003,MED052,6"
"CON230653,2025-08-21,H003,MED053,10"
"CON230654,2025-08-21,H003,MED054,8"
"CON230655,2025-08-21,H003,MED055,5"
"CON230656,2025-08-21,H003,MED056,9"
"CON230657,2025-08-21,H003,MED057,14"
"CON230658,2025-08-21,H003,MED058,6"
"CON230659,2025-08-21,H003,MED059,14"
"CON230660,2025-08-21,H003,MED060,11"
"CON230661,2025-08-21,H003,MED061,27"
"CON230662,2025-08-21,H003,MED062,33"
"CON230663,2025-08-21,H003,MED063,34"
"CON230664,2025-08-21,H003,MED064,15"
"CON230665,2025-08-21,H003,MED065,22"
"CON230666,2025-08-21,H003,MED066,35"
"CON230667,2025-08-21,H003,MED067,31"
"CON230668,2025-08-21,H003,MED068,21"
"CON230669,2025-08-21,H003,MED069,35"
"CON230670,2025-08-21,H003,MED070,26"
"CON230671,2025-08-21,H003,MED071,6"
"CON230672,2025-08-21,H003,MED072,1"
"CON230673,2025-08-21,H003,MED073,3"
"CON230674,2025-08-21,H003,MED074,5"
"CON230675,2025-08-21,H003,MED075,4"
"CON230676,2025-08-21,H003,MED076,2"
"CON230677,2025-08-21,H003,MED077,6"
"CON230678,2025-08-21,H003,MED078,4"
"CON230679,2025-08-21,H003,MED079,3"
"CON230680,2025-08-21,H003,MED080,3"
"CON230681,2025-08-21,H003,MED081,12"
"CON230682,2025-08-21,H003,MED082,8"
"CON230683,2025-08-21,H003,MED083,6"
"CON230684,2025-08-21,H003,MED084,8"
"CON230685,2025-08-21,H003,MED085,8"
"CON230686,2025-08-21,H003,MED086,7"
"CON230687,2025-08-21,H003,MED087,11"
"CON230688,2025-08-21,H003,MED088,11"
"CON230689,2025-08-21,H003,MED089,5"
"CON230690,2025-08-21,H003,MED090,14"
"CON230691,2025-08-21,H003,MED091,5"
"CON230692,2025-08-21,H003,MED092,5"
"CON230693,2025-08-21,H003,MED093,2"
"CON230694,2025-08-21,H003,MED094,2"
"CON230695,2025-08-21,H003,MED095,3"
"CON230696,2025-08-21,H003,MED096,1"
"CON230697,2025-08-21,H003,MED097,5"
"CON230698,2025-08-21,H003,MED098,3"
"CON230699,2025-08-21,H003,MED099,6"
"CON230700,2025-08-21,H003,MED100,3"
"CON230701,2025-08-21,H004,MED001,33"
"CON230702,2025-08-21,H004,MED002,34"
"CON230703,2025-08-21,H004,MED003,19"
"CON230704,2025-08-21,H004,MED004,30"
"CON230705,2025-08-21,H004,MED005,28"
"CON230706,2025-08-21,H004,MED006,25"
"CON230707,2025-08-21,H004,MED007,35"
"CON230708,2025-08-21,H004,MED008,20"
"CON230709,2025-08-21,H004,MED009,35"
"CON230710,2025-08-21,H004,MED010,20"
"CON230711,2025-08-21,H004,MED011,25"
"CON230712,2025-08-21,H004,MED012,27"
"CON230713,2025-08-21,H004,MED013,25"
"CON230714,2025-08-21,H004,MED014,15"
"CON230715,2025-08-21,H004,MED015,22"
"CON230716,2025-08-21,H004,MED016,15"
"CON230717,2025-08-21,H004,MED017,25"
"CON230718,2025-08-21,H004,MED018,35"
"CON230719,2025-08-21,H004,MED019,34"
"CON230720,2025-08-21,H004,MED020,34"
"CON230721,2025-08-21,H004,MED021,1"
"CON230722,2025-08-21,H004,MED022,2"
"CON230723,2025-08-21,H004,MED023,6"
"CON230724,2025-08-21,H004,MED024,19"
"CON230725,2025-08-21,H004,MED025,1"
"CON230726,2025-08-21,H004,MED026,6"
"CON230727,2025-08-21,H004,MED027,7"
"CON230728,2025-08-21,H004,MED028,7"
"CON230729,2025-08-21,H004,MED029,9"
"CON230730,2025-08-21,H004,MED030,5"
"CON230731,2025-08-21,H004,MED031,13"
"CON230732,2025-08-21,H004,MED032,5"
"CON230733,2025-08-21,H004,MED033,8"
"CON230734,2025-08-21,H004,MED034,10"
"CON230735,2025-08-21,H004,MED035,10"
"CON230736,2025-08-21,H004,MED036,14"
"CON230737,2025-08-21,H004,MED037,14"
"CON230738,2025-08-21,H004,MED038,8"
"CON230739,2025-08-21,H004,MED039,15"
"CON230740,2025-08-21,H004,MED040,12"
"CON230741,2025-08-21,H004,MED041,5"
"CON230742,2025-08-21,H004,MED042,12"
"CON230743,2025-08-21,H004,MED043,7"
"CON230744,2025-08-21,H004,MED044,6"
"CON230745,2025-08-21,H004,MED045,15"
"CON230746,2025-08-21,H004,MED046,13"
"CON230747,2025-08-21,H004,MED047,9"
"CON230748,2025-08-21,H004,MED048,12"
"CON230749,2025-08-21,H004,MED049,9"
"CON230750,2025-08-21,H004,MED050,14"
"CON230751,2025-08-21,H004,MED051,5"
"CON230752,2025-08-21,H004,MED052,6"
"CON230753,2025-08-21,H004,MED053,10"
"CON230754,2025-08-21,H004,MED054,6"
"CON230755,2025-08-21,H004,MED055,11"
"CON230756,2025-08-21,H004,MED056,12"
"CON230757,2025-08-21,H004,MED057,15"
"CON230758,2025-08-21,H004,MED058,6"
"CON230759,2025-08-21,H004,MED059,8"
"CON230760,2025-08-21,H004,MED060,8"
"CON230761,2025-08-21,H004,MED061,32"
"CON230762,2025-08-21,H004,MED062,21"
"CON230763,2025-08-21,H004,MED063,25"
"CON230764,2025-08-21,H004,MED064,32"
"CON230765,2025-08-21,H004,MED065,32"
"CON230766,2025-08-21,H004,MED066,26"
"CON230767,2025-08-21,H004,MED067,32"
"CON230768,2025-08-21,H004,MED068,35"
"CON230769,2025-08-21,H004,MED069,29"
"CON230770,2025-08-21,H004,MED070,15"
"CON230771,2025-08-21,H004,MED071,2"
"CON230772,2025-08-21,H004,MED072,3"
"CON230773,2025-08-21,H004,MED073,1"
"CON230774,2025-08-21,H004,MED074,1"
"CON230775,2025-08-21,H004,MED075,1"
"CON230776,2025-08-21,H004,MED076,2"
"CON230777,2025-08-21,H004,MED077,4"
"CON230778,2025-08-21,H004,MED078,2"
"CON230779,2025-08-21,H004,MED079,1"
"CON230780,2025-08-21,H004,MED080,6"
"CON230781,2025-08-21,H004,MED081,9"
"CON230782,2025-08-21,H004,MED082,12"
"CON230783,2025-08-21,H004,MED083,5"
"CON230784,2025-08-21,H004,MED084,11"
"CON230785,2025-08-21,H004,MED085,13"
"CON230786,2025-08-21,H004,MED086,11"
"CON230787,2025-08-21,H004,MED087,11"
"CON230788,2025-08-21,H004,MED088,8"
"CON230789,2025-08-21,H004,MED089,13"
"CON230790,2025-08-21,H004,MED090,14"
"CON230791,2025-08-21,H004,MED091,1"
"CON230792,2025-08-21,H004,MED092,6"
"CON230793,2025-08-21,H004,MED093,1"
"CON230794,2025-08-21,H004,MED094,2"
"CON230795,2025-08-21,H004,MED095,6"
"CON230796,2025-08-21,H004,MED096,5"
"CON230797,2025-08-21,H004,MED097,1"
"CON230798,2025-08-21,H004,MED098,3"
"CON230799,2025-08-21,H004,MED099,3"
"CON230800,2025-08-21,H004,MED100,4"
"CON230801,2025-08-21,H005,MED001,23"
"CON230802,2025-08-21,H005,MED002,23"
"CON230803,2025-08-21,H005,MED003,33"
"CON230804,2025-08-21,H005,MED004,28"
"CON230805,2025-08-21,H005,MED005,19"
"CON230806,2025-08-21,H005,MED006,24"
"CON230807,2025-08-21,H005,MED007,34"
"CON230808,2025-08-21,H005,MED008,26"
"CON230809,2025-08-21,H005,MED009,34"
"CON230810,2025-08-21,H005,MED010,19"
"CON230811,2025-08-21,H005,MED011,27"
"CON230812,2025-08-21,H005,MED012,25"
"CON230813,2025-08-21,H005,MED013,23"
"CON230814,2025-08-21,H005,MED014,34"
"CON230815,2025-08-21,H005,MED015,20"
"CON230816,2025-08-21,H005,MED016,35"
"CON230817,2025-08-21,H005,MED017,31"
"CON230818,2025-08-21,H005,MED018,19"
"CON230819,2025-08-21,H005,MED019,20"
"CON230820,2025-08-21,H005,MED020,23"
"CON230821,2025-08-21,H005,MED021,6"
"CON230822,2025-08-21,H005,MED022,4"
"CON230823,2025-08-21,H005,MED023,6"
"CON230824,2025-08-21,H005,MED024,27"
"CON230825,2025-08-21,H005,MED025,2"
"CON230826,2025-08-21,H005,MED026,9"
"CON230827,2025-08-21,H005,MED027,13"
"CON230828,2025-08-21,H005,MED028,7"
"CON230829,2025-08-21,H005,MED029,11"
"CON230830,2025-08-21,H005,MED030,13"
"CON230831,2025-08-21,H005,MED031,14"
"CON230832,2025-08-21,H005,MED032,13"
"CON230833,2025-08-21,H005,MED033,14"
"CON230834,2025-08-21,H005,MED034,6"
"CON230835,2025-08-21,H005,MED035,15"
"CON230836,2025-08-21,H005,MED036,8"
"CON230837,2025-08-21,H005,MED037,12"
"CON230838,2025-08-21,H005,MED038,6"
"CON230839,2025-08-21,H005,MED039,14"
"CON230840,2025-08-21,H005,MED040,13"
"CON230841,2025-08-21,H005,MED041,14"
"CON230842,2025-08-21,H005,MED042,15"
"CON230843,2025-08-21,H005,MED043,11"
"CON230844,2025-08-21,H005,MED044,11"
"CON230845,2025-08-21,H005,MED045,14"
"CON230846,2025-08-21,H005,MED046,12"
"CON230847,2025-08-21,H005,MED047,9"
"CON230848,2025-08-21,H005,MED048,9"
